branchname,DATE,DAY,HOUR,CKO,RENEW,RETURNS,TOTAL_CKO_RENEW_RETURN,CKO_BORROWERS,RENEW_BORROWERS,CKO_AND_RENEW_BORROWERS
"Atchison Public Library",2023-05-02,Tuesday,"14:00 - 14:59",29,10,31,70,10,4,14
"Atchison Public Library",2023-05-02,Tuesday,"15:00 - 15:59",15,3,37,55,8,1,8
"Atchison Public Library",2023-05-02,Tuesday,"16:00 - 16:59",10,0,21,31,7,0,7
"Atchison Public Library",2023-05-02,Tuesday,"17:00 - 17:59",22,0,14,36,3,0,3
"Atchison Public Library",2023-05-02,Tuesday,"18:00 - 18:59",12,3,36,51,3,3,4
"Atchison Public Library",2023-05-02,Tuesday,"19:00 - 19:59",3,0,48,51,2,0,2
"Atchison Public Library",2023-05-03,Wednesday,"8:00 - 8:59",3,4,0,7,1,1,2
"Atchison Public Library",2023-05-03,Wednesday,"9:00 - 9:59",24,12,27,63,5,2,7
"Atchison Public Library",2023-05-03,Wednesday,"10:00 - 10:59",13,23,133,169,5,2,7
"Atchison Public Library",2023-05-03,Wednesday,"11:00 - 11:59",24,0,119,143,5,0,5
"Atchison Public Library",2023-05-03,Wednesday,"12:00 - 12:59",17,1,11,29,3,1,3
"Atchison Public Library",2023-05-03,Wednesday,"13:00 - 13:59",4,1,12,17,3,1,4
"Atchison Public Library",2023-05-03,Wednesday,"14:00 - 14:59",8,3,32,43,5,2,6
"Atchison Public Library",2023-05-03,Wednesday,"15:00 - 15:59",105,11,36,152,7,4,9
"Atchison Public Library",2023-05-03,Wednesday,"16:00 - 16:59",14,16,66,96,4,1,4
"Atchison Public Library",2023-05-03,Wednesday,"17:00 - 17:59",1,1,1,3,1,1,2
"Atchison Public Library",2023-05-03,Wednesday,"18:00 - 18:59",11,0,20,31,4,0,4
"Atchison Public Library",2023-05-03,Wednesday,"19:00 - 19:59",5,1,3,9,3,1,4
"Atchison Public Library",2023-05-03,Wednesday,"20:00 - 20:59",0,6,0,6,0,1,1
"Atchison Public Library",2023-05-03,Wednesday,"21:00 - 21:59",0,5,0,5,0,1,1
"Atchison Public Library",2023-05-04,Thursday,"8:00 - 8:59",2,2,5,9,2,1,2
"Atchison Public Library",2023-05-04,Thursday,"9:00 - 9:59",3,1,147,151,2,1,3
"Atchison Public Library",2023-05-04,Thursday,"10:00 - 10:59",16,7,102,125,3,2,4
"Atchison Public Library",2023-05-04,Thursday,"11:00 - 11:59",33,0,36,69,11,0,11
"Atchison Public Library",2023-05-04,Thursday,"12:00 - 12:59",28,4,83,115,7,2,8
"Atchison Public Library",2023-05-04,Thursday,"13:00 - 13:59",37,1,51,89,7,1,7
"Atchison Public Library",2023-05-04,Thursday,"14:00 - 14:59",17,2,29,48,4,2,6
"Atchison Public Library",2023-05-04,Thursday,"15:00 - 15:59",3,8,46,57,2,1,3
"Atchison Public Library",2023-05-04,Thursday,"16:00 - 16:59",2,1,13,16,2,1,3
"Atchison Public Library",2023-05-04,Thursday,"17:00 - 17:59",22,4,64,90,8,2,8
"Atchison Public Library",2023-05-04,Thursday,"18:00 - 18:59",2,9,6,17,2,1,3
"Atchison Public Library",2023-05-04,Thursday,"19:00 - 19:59",6,4,12,22,2,1,3
"Atchison Public Library",2023-05-04,Thursday,"20:00 - 20:59",0,3,0,3,0,1,1
"Atchison Public Library",2023-05-05,Friday,"8:00 - 8:59",0,3,8,11,0,1,1
"Atchison Public Library",2023-05-05,Friday,"9:00 - 9:59",8,2,149,159,4,1,4
"Atchison Public Library",2023-05-05,Friday,"10:00 - 10:59",24,0,52,76,7,0,7
"Atchison Public Library",2023-05-05,Friday,"11:00 - 11:59",17,2,73,92,6,1,7
"Atchison Public Library",2023-05-05,Friday,"12:00 - 12:59",23,0,48,71,5,0,5
"Atchison Public Library",2023-05-05,Friday,"13:00 - 13:59",13,7,34,54,6,2,6
"Atchison Public Library",2023-05-05,Friday,"14:00 - 14:59",21,0,21,42,8,0,8
"Atchison Public Library",2023-05-05,Friday,"15:00 - 15:59",27,2,116,145,7,1,8
"Atchison Public Library",2023-05-05,Friday,"16:00 - 16:59",20,0,10,30,5,0,5
"Atchison Public Library",2023-05-05,Friday,"17:00 - 17:59",0,1,0,1,0,1,1
"Atchison Public Library",2023-05-05,Friday,"21:00 - 21:59",0,7,0,7,0,1,1
"Atchison Public Library",2023-05-06,Saturday,"1:00 - 1:59",0,7,0,7,0,1,1
"Atchison Public Library",2023-05-06,Saturday,"8:00 - 8:59",0,3,65,68,0,1,1
"Atchison Public Library",2023-05-06,Saturday,"9:00 - 9:59",6,0,5,11,3,0,3
"Atchison Public Library",2023-05-06,Saturday,"10:00 - 10:59",6,1,33,40,3,1,3
"Atchison Public Library",2023-05-06,Saturday,"11:00 - 11:59",6,11,30,47,4,3,5
"Atchison Public Library",2023-05-06,Saturday,"12:00 - 12:59",11,0,3,14,4,0,4
"Atchison Public Library",2023-05-06,Saturday,"13:00 - 13:59",12,6,16,34,4,2,5
"Atchison Public Library",2023-05-06,Saturday,"15:00 - 15:59",0,3,0,3,0,1,1
"Atchison Public Library",2023-05-06,Saturday,"23:00 - 23:59",0,1,0,1,0,1,1
"Atchison Public Library",2023-05-07,Sunday,"5:00 - 5:59",0,6,0,6,0,2,2
"Atchison Public Library",2023-05-07,Sunday,"8:00 - 8:59",0,3,0,3,0,2,2
"Atchison Public Library",2023-05-07,Sunday,"12:00 - 12:59",0,2,0,2,0,1,1
"Atchison Public Library",2023-05-07,Sunday,"13:00 - 13:59",0,1,0,1,0,1,1
"Atchison Public Library",2023-05-07,Sunday,"14:00 - 14:59",0,0,1,1,0,0,
"Atchison Public Library",2023-05-07,Sunday,"15:00 - 15:59",0,0,26,26,0,0,
"Atchison Public Library",2023-05-08,Monday,"7:00 - 7:59",0,0,1,1,0,0,
"Atchison Public Library",2023-05-08,Monday,"8:00 - 8:59",0,45,39,84,0,2,2
"Atchison Public Library",2023-05-08,Monday,"9:00 - 9:59",10,0,56,66,3,0,3
"Atchison Public Library",2023-05-08,Monday,"10:00 - 10:59",21,2,81,104,4,1,5
"Atchison Public Library",2023-05-08,Monday,"11:00 - 11:59",23,5,132,160,3,2,5
"Atchison Public Library",2023-05-08,Monday,"12:00 - 12:59",56,11,27,94,16,2,17
"Atchison Public Library",2023-05-08,Monday,"13:00 - 13:59",12,4,8,24,5,3,7
"Atchison Public Library",2023-05-08,Monday,"14:00 - 14:59",19,3,13,35,7,2,8
"Atchison Public Library",2023-05-08,Monday,"15:00 - 15:59",47,0,49,96,7,0,7
"Atchison Public Library",2023-05-08,Monday,"16:00 - 16:59",12,1,34,47,4,1,5
"Atchison Public Library",2023-05-08,Monday,"17:00 - 17:59",10,1,54,65,5,1,6
"Atchison Public Library",2023-05-08,Monday,"18:00 - 18:59",5,2,54,61,2,1,2
"Atchison Public Library",2023-05-08,Monday,"19:00 - 19:59",6,4,0,10,1,1,2
"Atchison Public Library",2023-05-08,Monday,"21:00 - 21:59",0,1,0,1,0,1,1
"Atchison Public Library",2023-05-09,Tuesday,"8:00 - 8:59",2,3,28,33,2,2,4
"Atchison Public Library",2023-05-09,Tuesday,"9:00 - 9:59",11,21,172,204,4,4,8
"Atchison Public Library",2023-05-09,Tuesday,"10:00 - 10:59",22,1,53,76,5,1,6
"Atchison Public Library",2023-05-09,Tuesday,"11:00 - 11:59",20,0,19,39,7,0,7
"Atchison Public Library",2023-05-09,Tuesday,"12:00 - 12:59",22,3,27,52,8,2,9
"Atchison Public Library",2023-05-09,Tuesday,"13:00 - 13:59",67,0,24,91,7,0,7
"Atchison Public Library",2023-05-09,Tuesday,"14:00 - 14:59",8,0,18,26,4,0,4
"Atchison Public Library",2023-05-09,Tuesday,"15:00 - 15:59",11,0,89,100,4,0,4
"Atchison Public Library",2023-05-09,Tuesday,"16:00 - 16:59",20,0,29,49,7,0,7
"Atchison Public Library",2023-05-09,Tuesday,"17:00 - 17:59",19,8,21,48,7,3,8
"Atchison Public Library",2023-05-09,Tuesday,"18:00 - 18:59",4,0,73,77,1,0,1
"Atchison Public Library",2023-05-09,Tuesday,"19:00 - 19:59",5,4,16,25,4,1,5
"Atchison Public Library",2023-05-10,Wednesday,"6:00 - 6:59",0,3,0,3,0,1,1
"Atchison Public Library",2023-05-10,Wednesday,"7:00 - 7:59",0,7,0,7,0,1,1
"Atchison Public Library",2023-05-10,Wednesday,"8:00 - 8:59",0,2,0,2,0,1,1
"Atchison Public Library",2023-05-10,Wednesday,"9:00 - 9:59",14,3,9,26,5,2,6
"Atchison Public Library",2023-05-10,Wednesday,"10:00 - 10:59",3,1,45,49,1,1,2
"Atchison Public Library",2023-05-10,Wednesday,"11:00 - 11:59",30,4,71,105,5,1,6
"Atchison Public Library",2023-05-10,Wednesday,"12:00 - 12:59",1,0,112,113,1,0,1
"Atchison Public Library",2023-05-10,Wednesday,"13:00 - 13:59",22,5,16,43,5,1,6
"Atchison Public Library",2023-05-10,Wednesday,"14:00 - 14:59",94,7,18,119,7,2,9
"Atchison Public Library",2023-05-10,Wednesday,"15:00 - 15:59",21,42,47,110,5,6,9
"Atchison Public Library",2023-05-10,Wednesday,"16:00 - 16:59",2,1,4,7,2,1,3
"Atchison Public Library",2023-05-10,Wednesday,"17:00 - 17:59",42,1,20,63,4,1,5
"Atchison Public Library",2023-05-10,Wednesday,"18:00 - 18:59",6,0,6,12,3,0,3
"Atchison Public Library",2023-05-10,Wednesday,"19:00 - 19:59",35,4,5,44,4,3,6
"Atchison Public Library",2023-05-10,Wednesday,"21:00 - 21:59",0,1,0,1,0,1,1
"Atchison Public Library",2023-05-11,Thursday,"8:00 - 8:59",0,1,22,23,0,1,1
"Atchison Public Library",2023-05-11,Thursday,"9:00 - 9:59",44,0,24,68,6,0,6
"Atchison Public Library",2023-05-11,Thursday,"10:00 - 10:59",27,1,236,264,7,1,8
"Atchison Public Library",2023-05-11,Thursday,"11:00 - 11:59",31,0,52,83,7,0,7
"Atchison Public Library",2023-05-11,Thursday,"12:00 - 12:59",39,2,28,69,10,1,10
"Atchison Public Library",2023-05-11,Thursday,"13:00 - 13:59",13,8,20,41,7,4,9
"Atchison Public Library",2023-05-11,Thursday,"14:00 - 14:59",9,0,46,55,6,0,6
"Atchison Public Library",2023-05-11,Thursday,"15:00 - 15:59",16,0,63,79,4,0,4
"Atchison Public Library",2023-05-11,Thursday,"16:00 - 16:59",22,0,67,89,4,0,4
"Atchison Public Library",2023-05-11,Thursday,"17:00 - 17:59",29,22,28,79,2,2,2
"Atchison Public Library",2023-05-11,Thursday,"18:00 - 18:59",0,0,22,22,0,0,
"Atchison Public Library",2023-05-11,Thursday,"19:00 - 19:59",8,0,23,31,1,0,1
"Atchison Public Library",2023-05-12,Friday,"7:00 - 7:59",0,2,0,2,0,1,1
"Atchison Public Library",2023-05-12,Friday,"8:00 - 8:59",2,1,5,8,1,1,2
"Atchison Public Library",2023-05-12,Friday,"9:00 - 9:59",0,0,66,66,0,0,
"Atchison Public Library",2023-05-12,Friday,"10:00 - 10:59",14,2,146,162,4,1,5
"Atchison Public Library",2023-05-12,Friday,"11:00 - 11:59",59,6,65,130,9,3,10
"Atchison Public Library",2023-05-12,Friday,"12:00 - 12:59",6,6,33,45,3,3,5
"Atchison Public Library",2023-05-12,Friday,"13:00 - 13:59",3,0,10,13,2,0,2
"Atchison Public Library",2023-05-12,Friday,"14:00 - 14:59",29,0,1,30,6,0,6
"Atchison Public Library",2023-05-12,Friday,"15:00 - 15:59",14,0,32,46,2,0,2
"Atchison Public Library",2023-05-12,Friday,"16:00 - 16:59",24,10,12,46,7,2,9
"Atchison Public Library",2023-05-12,Friday,"20:00 - 20:59",0,1,0,1,0,1,1
"Atchison Public Library",2023-05-13,Saturday,"8:00 - 8:59",0,7,62,69,0,1,1
"Atchison Public Library",2023-05-13,Saturday,"9:00 - 9:59",3,2,47,52,2,1,3
"Atchison Public Library",2023-05-13,Saturday,"10:00 - 10:59",4,4,4,12,3,2,5
"Atchison Public Library",2023-05-13,Saturday,"11:00 - 11:59",12,5,41,58,5,2,6
"Atchison Public Library",2023-05-13,Saturday,"12:00 - 12:59",10,3,12,25,2,1,3
"Atchison Public Library",2023-05-13,Saturday,"13:00 - 13:59",12,0,1,13,4,0,4
"Atchison Public Library",2023-05-13,Saturday,"17:00 - 17:59",0,1,0,1,0,1,1
"Atchison Public Library",2023-05-14,Sunday,"4:00 - 4:59",0,1,0,1,0,1,1
"Atchison Public Library",2023-05-14,Sunday,"8:00 - 8:59",0,1,0,1,0,1,1
"Atchison Public Library",2023-05-14,Sunday,"13:00 - 13:59",0,1,0,1,0,1,1
"Atchison Public Library",2023-05-14,Sunday,"14:00 - 14:59",0,7,0,7,0,1,1
"Atchison Public Library",2023-05-15,Monday,"8:00 - 8:59",0,7,78,85,0,2,2
"Atchison Public Library",2023-05-15,Monday,"9:00 - 9:59",0,1,106,107,0,1,1
"Atchison Public Library",2023-05-15,Monday,"10:00 - 10:59",7,5,67,79,4,2,6
"Atchison Public Library",2023-05-15,Monday,"11:00 - 11:59",39,0,39,78,8,0,8
"Atchison Public Library",2023-05-15,Monday,"12:00 - 12:59",29,1,32,62,6,1,6
"Atchison Public Library",2023-05-15,Monday,"13:00 - 13:59",14,2,0,16,8,2,10
"Atchison Public Library",2023-05-15,Monday,"14:00 - 14:59",16,8,22,46,6,2,7
"Atchison Public Library",2023-05-15,Monday,"15:00 - 15:59",30,2,98,130,6,1,7
"Atchison Public Library",2023-05-15,Monday,"16:00 - 16:59",4,8,20,32,2,3,4
"Atchison Public Library",2023-05-15,Monday,"17:00 - 17:59",6,0,38,44,3,0,3
"Atchison Public Library",2023-05-15,Monday,"18:00 - 18:59",5,0,10,15,2,0,2
"Atchison Public Library",2023-05-15,Monday,"19:00 - 19:59",5,0,3,8,4,0,4
"Atchison Public Library",2023-05-15,Monday,"20:00 - 20:59",7,0,2,9,1,0,1
"Atchison Public Library",2023-05-16,Tuesday,"0:00 - 0:59",0,5,0,5,0,1,1
"Atchison Public Library",2023-05-16,Tuesday,"7:00 - 7:59",0,3,0,3,0,1,1
"Atchison Public Library",2023-05-16,Tuesday,"8:00 - 8:59",0,4,0,4,0,1,1
"Atchison Public Library",2023-05-16,Tuesday,"9:00 - 9:59",12,0,73,85,1,0,1
"Atchison Public Library",2023-05-16,Tuesday,"10:00 - 10:59",33,1,205,239,9,1,9
"Atchison Public Library",2023-05-16,Tuesday,"11:00 - 11:59",62,5,42,109,9,1,9
"Atchison Public Library",2023-05-16,Tuesday,"12:00 - 12:59",27,1,24,52,10,1,11
"Atchison Public Library",2023-05-16,Tuesday,"13:00 - 13:59",17,1,24,42,6,1,7
"Atchison Public Library",2023-05-16,Tuesday,"14:00 - 14:59",14,13,22,49,7,3,8
"Atchison Public Library",2023-05-16,Tuesday,"15:00 - 15:59",19,4,34,57,7,2,7
"Atchison Public Library",2023-05-16,Tuesday,"16:00 - 16:59",23,11,5,39,3,2,4
"Atchison Public Library",2023-05-16,Tuesday,"17:00 - 17:59",6,1,42,49,3,1,3
"Atchison Public Library",2023-05-16,Tuesday,"18:00 - 18:59",7,0,4,11,3,0,3
"Atchison Public Library",2023-05-16,Tuesday,"19:00 - 19:59",2,7,9,18,2,3,5
"Atchison Public Library",2023-05-17,Wednesday,"6:00 - 6:59",0,6,0,6,0,2,2
"Atchison Public Library",2023-05-17,Wednesday,"8:00 - 8:59",13,14,24,51,1,1,2
"Atchison Public Library",2023-05-17,Wednesday,"9:00 - 9:59",16,0,46,62,3,0,3
"Atchison Public Library",2023-05-17,Wednesday,"10:00 - 10:59",21,4,160,185,5,2,7
"Atchison Public Library",2023-05-17,Wednesday,"11:00 - 11:59",11,2,61,74,5,1,6
"Atchison Public Library",2023-05-17,Wednesday,"12:00 - 12:59",22,0,4,26,6,0,6
"Atchison Public Library",2023-05-17,Wednesday,"13:00 - 13:59",15,15,5,35,8,2,10
"Atchison Public Library",2023-05-17,Wednesday,"14:00 - 14:59",13,0,35,48,7,0,7
"Atchison Public Library",2023-05-17,Wednesday,"15:00 - 15:59",9,2,10,21,3,2,4
"Atchison Public Library",2023-05-17,Wednesday,"16:00 - 16:59",8,1,24,33,5,1,6
"Atchison Public Library",2023-05-17,Wednesday,"17:00 - 17:59",23,1,42,66,3,1,4
"Atchison Public Library",2023-05-17,Wednesday,"18:00 - 18:59",3,0,0,3,1,0,1
"Atchison Public Library",2023-05-17,Wednesday,"19:00 - 19:59",2,0,4,6,2,0,2
"Atchison Public Library",2023-05-18,Thursday,"3:00 - 3:59",0,5,0,5,0,1,1
"Atchison Public Library",2023-05-18,Thursday,"5:00 - 5:59",0,5,0,5,0,1,1
"Atchison Public Library",2023-05-18,Thursday,"8:00 - 8:59",0,0,10,10,0,0,
"Atchison Public Library",2023-05-18,Thursday,"9:00 - 9:59",20,0,134,154,6,0,6
"Atchison Public Library",2023-05-18,Thursday,"10:00 - 10:59",6,11,73,90,2,4,6
"Atchison Public Library",2023-05-18,Thursday,"11:00 - 11:59",45,0,61,106,10,0,10
"Atchison Public Library",2023-05-18,Thursday,"12:00 - 12:59",20,0,14,34,5,0,5
"Atchison Public Library",2023-05-18,Thursday,"13:00 - 13:59",39,1,22,62,7,1,7
"Atchison Public Library",2023-05-18,Thursday,"14:00 - 14:59",10,9,35,54,7,2,9
"Atchison Public Library",2023-05-18,Thursday,"15:00 - 15:59",26,2,20,48,8,2,8
"Atchison Public Library",2023-05-18,Thursday,"16:00 - 16:59",10,3,58,71,7,2,7
"Atchison Public Library",2023-05-18,Thursday,"17:00 - 17:59",2,1,7,10,1,1,2
"Atchison Public Library",2023-05-18,Thursday,"18:00 - 18:59",15,2,15,32,3,1,4
"Atchison Public Library",2023-05-18,Thursday,"19:00 - 19:59",4,10,1,15,1,1,2
"Atchison Public Library",2023-05-19,Friday,"4:00 - 4:59",0,1,0,1,0,1,1
"Atchison Public Library",2023-05-19,Friday,"7:00 - 7:59",0,6,0,6,0,1,1
"Atchison Public Library",2023-05-19,Friday,"8:00 - 8:59",0,1,10,11,0,1,1
"Atchison Public Library",2023-05-19,Friday,"9:00 - 9:59",1,0,11,12,1,0,1
"Atchison Public Library",2023-05-19,Friday,"10:00 - 10:59",27,5,202,234,4,1,5
"Atchison Public Library",2023-05-19,Friday,"11:00 - 11:59",65,3,19,87,7,3,7
"Atchison Public Library",2023-05-19,Friday,"12:00 - 12:59",10,0,14,24,7,0,7
"Atchison Public Library",2023-05-19,Friday,"13:00 - 13:59",21,13,30,64,6,3,8
"Atchison Public Library",2023-05-19,Friday,"14:00 - 14:59",12,0,13,25,6,0,6
"Atchison Public Library",2023-05-19,Friday,"15:00 - 15:59",3,0,19,22,2,0,2
"Atchison Public Library",2023-05-19,Friday,"16:00 - 16:59",44,1,48,93,8,1,9
"Atchison Public Library",2023-05-19,Friday,"17:00 - 17:59",7,2,10,19,1,1,2
"Atchison Public Library",2023-05-19,Friday,"20:00 - 20:59",0,11,0,11,0,1,1
"Atchison Public Library",2023-05-20,Saturday,"8:00 - 8:59",0,2,40,42,0,1,1
"Atchison Public Library",2023-05-20,Saturday,"9:00 - 9:59",3,1,12,16,2,1,3
"Atchison Public Library",2023-05-20,Saturday,"10:00 - 10:59",24,1,11,36,5,1,6
"Atchison Public Library",2023-05-20,Saturday,"11:00 - 11:59",12,11,58,81,4,4,7
"Atchison Public Library",2023-05-20,Saturday,"12:00 - 12:59",31,0,41,72,5,0,5
"Atchison Public Library",2023-05-20,Saturday,"13:00 - 13:59",27,7,58,92,9,1,10
"Atchison Public Library",2023-05-20,Saturday,"19:00 - 19:59",0,4,0,4,0,1,1
"Atchison Public Library",2023-05-21,Sunday,"10:00 - 10:59",0,6,0,6,0,1,1
"Atchison Public Library",2023-05-21,Sunday,"13:00 - 13:59",0,3,0,3,0,1,1
"Atchison Public Library",2023-05-21,Sunday,"15:00 - 15:59",0,14,0,14,0,1,1
"Atchison Public Library",2023-05-21,Sunday,"16:00 - 16:59",0,4,0,4,0,1,1
"Atchison Public Library",2023-05-21,Sunday,"17:00 - 17:59",0,4,0,4,0,1,1
"Atchison Public Library",2023-05-21,Sunday,"22:00 - 22:59",0,1,0,1,0,1,1
"Atchison Public Library",2023-05-22,Monday,"6:00 - 6:59",0,1,0,1,0,1,1
"Atchison Public Library",2023-05-22,Monday,"7:00 - 7:59",0,0,3,3,0,0,
"Atchison Public Library",2023-05-22,Monday,"8:00 - 8:59",0,0,39,39,0,0,
"Atchison Public Library",2023-05-22,Monday,"9:00 - 9:59",5,4,36,45,2,2,4
"Atchison Public Library",2023-05-22,Monday,"10:00 - 10:59",7,7,131,145,3,2,5
"Atchison Public Library",2023-05-22,Monday,"11:00 - 11:59",12,6,29,47,7,4,10
"Atchison Public Library",2023-05-22,Monday,"12:00 - 12:59",31,6,32,69,8,3,11
"Atchison Public Library",2023-05-22,Monday,"13:00 - 13:59",40,3,62,105,8,2,10
"Atchison Public Library",2023-05-22,Monday,"14:00 - 14:59",18,25,49,92,6,4,9
"Atchison Public Library",2023-05-22,Monday,"15:00 - 15:59",13,4,62,79,5,2,7
"Atchison Public Library",2023-05-22,Monday,"16:00 - 16:59",14,3,51,68,6,2,7
"Atchison Public Library",2023-05-22,Monday,"17:00 - 17:59",18,1,40,59,6,1,7
"Atchison Public Library",2023-05-22,Monday,"18:00 - 18:59",10,12,22,44,3,2,5
"Atchison Public Library",2023-05-22,Monday,"19:00 - 19:59",1,3,14,18,1,2,3
"Atchison Public Library",2023-05-22,Monday,"21:00 - 21:59",0,4,0,4,0,1,1
"Atchison Public Library",2023-05-22,Monday,"22:00 - 22:59",0,1,0,1,0,1,1
"Atchison Public Library",2023-05-23,Tuesday,"6:00 - 6:59",0,1,0,1,0,1,1
"Atchison Public Library",2023-05-23,Tuesday,"7:00 - 7:59",0,6,0,6,0,4,4
"Atchison Public Library",2023-05-23,Tuesday,"8:00 - 8:59",0,1,22,23,0,1,1
"Atchison Public Library",2023-05-23,Tuesday,"9:00 - 9:59",9,0,32,41,5,0,5
"Atchison Public Library",2023-05-23,Tuesday,"10:00 - 10:59",4,0,115,119,3,0,3
"Atchison Public Library",2023-05-23,Tuesday,"11:00 - 11:59",19,0,129,148,6,0,6
"Atchison Public Library",2023-05-23,Tuesday,"12:00 - 12:59",37,17,9,63,8,2,9
"Atchison Public Library",2023-05-23,Tuesday,"13:00 - 13:59",44,4,28,76,12,3,13
"Atchison Public Library",2023-05-23,Tuesday,"14:00 - 14:59",44,11,8,63,9,1,10
"Atchison Public Library",2023-05-23,Tuesday,"15:00 - 15:59",27,7,120,154,9,2,10
"Atchison Public Library",2023-05-23,Tuesday,"16:00 - 16:59",54,6,40,100,12,3,12
"Atchison Public Library",2023-05-23,Tuesday,"17:00 - 17:59",25,0,40,65,7,0,7
"Atchison Public Library",2023-05-23,Tuesday,"18:00 - 18:59",4,0,12,16,3,0,3
"Atchison Public Library",2023-05-23,Tuesday,"19:00 - 19:59",16,1,9,26,3,1,4
"Atchison Public Library",2023-05-24,Wednesday,"6:00 - 6:59",0,11,0,11,0,1,1
"Atchison Public Library",2023-05-24,Wednesday,"8:00 - 8:59",0,2,1,3,0,1,1
"Atchison Public Library",2023-05-24,Wednesday,"9:00 - 9:59",13,13,35,61,4,2,4
"Atchison Public Library",2023-05-24,Wednesday,"10:00 - 10:59",36,5,95,136,5,1,6
"Atchison Public Library",2023-05-24,Wednesday,"11:00 - 11:59",7,95,88,190,3,4,7
"Atchison Public Library",2023-05-24,Wednesday,"12:00 - 12:59",19,1,37,57,7,1,8
"Atchison Public Library",2023-05-24,Wednesday,"13:00 - 13:59",14,0,12,26,6,0,6
"Atchison Public Library",2023-05-24,Wednesday,"14:00 - 14:59",11,2,13,26,4,1,5
"Atchison Public Library",2023-05-24,Wednesday,"15:00 - 15:59",20,0,35,55,5,0,5
"Atchison Public Library",2023-05-24,Wednesday,"16:00 - 16:59",27,3,45,75,6,2,7
"Atchison Public Library",2023-05-24,Wednesday,"17:00 - 17:59",3,3,36,42,2,3,4
"Atchison Public Library",2023-05-24,Wednesday,"18:00 - 18:59",6,0,13,19,2,0,2
"Atchison Public Library",2023-05-24,Wednesday,"19:00 - 19:59",3,0,0,3,1,0,1
"Atchison Public Library",2023-05-24,Wednesday,"20:00 - 20:59",0,1,0,1,0,1,1
"Atchison Public Library",2023-05-25,Thursday,"7:00 - 7:59",0,5,0,5,0,1,1
"Atchison Public Library",2023-05-25,Thursday,"8:00 - 8:59",0,1,12,13,0,1,1
"Atchison Public Library",2023-05-25,Thursday,"9:00 - 9:59",7,3,81,91,3,1,3
"Atchison Public Library",2023-05-25,Thursday,"10:00 - 10:59",19,0,164,183,7,0,7
"Atchison Public Library",2023-05-25,Thursday,"11:00 - 11:59",89,10,29,128,16,3,19
"Atchison Public Library",2023-05-25,Thursday,"12:00 - 12:59",31,7,25,63,7,1,7
"Atchison Public Library",2023-05-25,Thursday,"13:00 - 13:59",21,1,40,62,4,1,4
"Atchison Public Library",2023-05-25,Thursday,"14:00 - 14:59",28,2,30,60,6,2,7
"Atchison Public Library",2023-05-25,Thursday,"15:00 - 15:59",26,0,13,39,7,0,7
"Atchison Public Library",2023-05-25,Thursday,"16:00 - 16:59",14,4,17,35,1,3,3
"Atchison Public Library",2023-05-25,Thursday,"17:00 - 17:59",15,1,19,35,3,1,4
"Atchison Public Library",2023-05-25,Thursday,"18:00 - 18:59",3,2,11,16,2,1,3
"Atchison Public Library",2023-05-25,Thursday,"19:00 - 19:59",0,3,3,6,0,2,2
