branchname,DATE,DAY,HOUR,CKO,RENEW,RETURNS,TOTAL_CKO_RENEW_RETURN,CKO_BORROWERS,RENEW_BORROWERS,CKO_AND_RENEW_BORROWERS
"Eudora Community Library",2022-12-17,Saturday,"11:00 - 11:59",10,0,10,20,4,0,4
"Eudora Community Library",2022-12-17,Saturday,"12:00 - 12:59",10,1,9,20,2,1,2
"Eudora Community Library",2022-12-18,Sunday,"8:00 - 8:59",0,2,0,2,0,1,1
"Eudora Community Library",2022-12-19,Monday,"8:00 - 8:59",0,1,2,3,0,1,1
"Eudora Community Library",2022-12-19,Monday,"9:00 - 9:59",5,5,10,20,1,2,3
"Eudora Community Library",2022-12-19,Monday,"10:00 - 10:59",6,4,4,14,4,2,6
"Eudora Community Library",2022-12-19,Monday,"11:00 - 11:59",0,0,5,5,0,0,
"Eudora Community Library",2022-12-19,Monday,"12:00 - 12:59",1,2,11,14,1,1,1
"Eudora Community Library",2022-12-19,Monday,"13:00 - 13:59",12,1,34,47,2,1,2
"Eudora Community Library",2022-12-19,Monday,"14:00 - 14:59",22,0,51,73,5,0,5
"Eudora Community Library",2022-12-19,Monday,"15:00 - 15:59",7,1,7,15,4,1,4
"Eudora Community Library",2022-12-19,Monday,"16:00 - 16:59",11,1,44,56,2,1,3
"Eudora Community Library",2022-12-19,Monday,"17:00 - 17:59",23,0,6,29,2,0,2
"Eudora Community Library",2022-12-19,Monday,"18:00 - 18:59",0,0,9,9,0,0,
"Eudora Community Library",2022-12-19,Monday,"19:00 - 19:59",0,0,1,1,0,0,
"Eudora Community Library",2022-12-19,Monday,"22:00 - 22:59",0,1,0,1,0,1,1
"Eudora Community Library",2022-12-20,Tuesday,"9:00 - 9:59",2,0,4,6,1,0,1
"Eudora Community Library",2022-12-20,Tuesday,"10:00 - 10:59",0,0,11,11,0,0,
"Eudora Community Library",2022-12-20,Tuesday,"11:00 - 11:59",3,6,0,9,1,2,2
"Eudora Community Library",2022-12-20,Tuesday,"12:00 - 12:59",4,0,39,43,1,0,1
"Eudora Community Library",2022-12-20,Tuesday,"13:00 - 13:59",3,11,5,19,3,2,4
"Eudora Community Library",2022-12-20,Tuesday,"14:00 - 14:59",2,0,10,12,1,0,1
"Eudora Community Library",2022-12-20,Tuesday,"15:00 - 15:59",3,0,7,10,2,0,2
"Eudora Community Library",2022-12-20,Tuesday,"16:00 - 16:59",0,0,6,6,0,0,
"Eudora Community Library",2022-12-20,Tuesday,"20:00 - 20:59",0,2,0,2,0,1,1
"Eudora Community Library",2022-12-21,Wednesday,"7:00 - 7:59",0,11,0,11,0,1,1
"Eudora Community Library",2022-12-21,Wednesday,"8:00 - 8:59",4,0,12,16,2,0,2
"Eudora Community Library",2022-12-21,Wednesday,"9:00 - 9:59",12,10,13,35,1,2,3
"Eudora Community Library",2022-12-21,Wednesday,"10:00 - 10:59",11,1,11,23,2,1,2
"Eudora Community Library",2022-12-21,Wednesday,"12:00 - 12:59",10,0,72,82,2,0,2
"Eudora Community Library",2022-12-21,Wednesday,"13:00 - 13:59",12,1,7,20,6,1,6
"Eudora Community Library",2022-12-21,Wednesday,"14:00 - 14:59",5,13,1,19,2,1,2
"Eudora Community Library",2022-12-21,Wednesday,"15:00 - 15:59",12,0,3,15,4,0,4
"Eudora Community Library",2022-12-21,Wednesday,"16:00 - 16:59",11,1,20,32,4,1,4
"Eudora Community Library",2022-12-21,Wednesday,"17:00 - 17:59",0,0,3,3,0,0,
"Eudora Community Library",2022-12-21,Wednesday,"18:00 - 18:59",2,0,3,5,1,0,1
"Eudora Community Library",2022-12-21,Wednesday,"21:00 - 21:59",0,2,0,2,0,1,1
"Eudora Community Library",2022-12-24,Saturday,"8:00 - 8:59",0,5,0,5,0,1,1
"Eudora Community Library",2022-12-24,Saturday,"11:00 - 11:59",0,2,0,2,0,1,1
"Eudora Community Library",2022-12-24,Saturday,"15:00 - 15:59",0,1,0,1,0,1,1
"Eudora Community Library",2022-12-25,Sunday,"10:00 - 10:59",0,0,7,7,0,0,
"Eudora Community Library",2022-12-26,Monday,"7:00 - 7:59",0,1,0,1,0,1,1
"Eudora Community Library",2022-12-26,Monday,"10:00 - 10:59",0,6,0,6,0,1,1
"Eudora Community Library",2022-12-27,Tuesday,"9:00 - 9:59",3,1,12,16,2,1,3
"Eudora Community Library",2022-12-27,Tuesday,"10:00 - 10:59",11,0,7,18,2,0,2
"Eudora Community Library",2022-12-27,Tuesday,"11:00 - 11:59",5,0,4,9,3,0,3
"Eudora Community Library",2022-12-27,Tuesday,"12:00 - 12:59",13,3,21,37,5,1,5
"Eudora Community Library",2022-12-27,Tuesday,"13:00 - 13:59",1,0,18,19,1,0,1
"Eudora Community Library",2022-12-27,Tuesday,"14:00 - 14:59",4,1,6,11,3,1,4
"Eudora Community Library",2022-12-27,Tuesday,"15:00 - 15:59",3,0,2,5,2,0,2
"Eudora Community Library",2022-12-27,Tuesday,"16:00 - 16:59",0,1,11,12,0,1,1
"Eudora Community Library",2022-12-27,Tuesday,"17:00 - 17:59",5,2,5,12,3,1,4
"Eudora Community Library",2022-12-28,Wednesday,"8:00 - 8:59",0,0,21,21,0,0,
"Eudora Community Library",2022-12-28,Wednesday,"9:00 - 9:59",0,6,1,7,0,2,2
"Eudora Community Library",2022-12-28,Wednesday,"10:00 - 10:59",1,1,1,3,1,1,1
"Eudora Community Library",2022-12-28,Wednesday,"11:00 - 11:59",25,0,75,100,9,0,9
"Eudora Community Library",2022-12-28,Wednesday,"12:00 - 12:59",2,10,15,27,1,3,3
"Eudora Community Library",2022-12-28,Wednesday,"13:00 - 13:59",6,0,1,7,3,0,3
"Eudora Community Library",2022-12-28,Wednesday,"14:00 - 14:59",1,0,1,2,1,0,1
"Eudora Community Library",2022-12-28,Wednesday,"15:00 - 15:59",8,1,7,16,3,1,3
"Eudora Community Library",2022-12-28,Wednesday,"16:00 - 16:59",14,0,6,20,4,0,4
"Eudora Community Library",2022-12-28,Wednesday,"18:00 - 18:59",5,0,0,5,1,0,1
"Eudora Community Library",2022-12-29,Thursday,"7:00 - 7:59",0,11,0,11,0,1,1
"Eudora Community Library",2022-12-29,Thursday,"9:00 - 9:59",0,1,4,5,0,1,1
"Eudora Community Library",2022-12-29,Thursday,"10:00 - 10:59",1,7,30,38,1,1,2
"Eudora Community Library",2022-12-29,Thursday,"11:00 - 11:59",1,0,0,1,1,0,1
"Eudora Community Library",2022-12-29,Thursday,"13:00 - 13:59",3,0,6,9,1,0,1
"Eudora Community Library",2022-12-29,Thursday,"14:00 - 14:59",3,0,13,16,2,0,2
"Eudora Community Library",2022-12-29,Thursday,"15:00 - 15:59",27,3,21,51,7,1,7
"Eudora Community Library",2022-12-29,Thursday,"16:00 - 16:59",12,1,5,18,4,1,4
"Eudora Community Library",2022-12-29,Thursday,"17:00 - 17:59",2,0,0,2,1,0,1
"Eudora Community Library",2022-12-30,Friday,"7:00 - 7:59",0,1,0,1,0,1,1
"Eudora Community Library",2022-12-30,Friday,"9:00 - 9:59",3,0,5,8,1,0,1
"Eudora Community Library",2022-12-30,Friday,"10:00 - 10:59",5,5,27,37,2,3,4
"Eudora Community Library",2022-12-30,Friday,"11:00 - 11:59",4,1,31,36,2,1,2
"Eudora Community Library",2022-12-30,Friday,"12:00 - 12:59",6,0,17,23,3,0,3
"Eudora Community Library",2022-12-30,Friday,"13:00 - 13:59",18,0,9,27,3,0,3
"Eudora Community Library",2022-12-30,Friday,"14:00 - 14:59",17,0,16,33,5,0,5
"Eudora Community Library",2022-12-30,Friday,"15:00 - 15:59",10,0,22,32,3,0,3
"Eudora Community Library",2022-12-30,Friday,"16:00 - 16:59",18,0,3,21,2,0,2
"Eudora Community Library",2022-12-30,Friday,"17:00 - 17:59",9,0,2,11,1,0,1
"Eudora Community Library",2022-12-31,Saturday,"10:00 - 10:59",0,5,0,5,0,1,1
"Eudora Community Library",2022-12-31,Saturday,"16:00 - 16:59",0,2,0,2,0,1,1
"Everest, Barnes Reading Room",2022-12-01,Thursday,"13:00 - 13:59",0,0,7,7,0,0,
"Everest, Barnes Reading Room",2022-12-01,Thursday,"14:00 - 14:59",0,0,25,25,0,0,
"Everest, Barnes Reading Room",2022-12-01,Thursday,"16:00 - 16:59",0,0,4,4,0,0,
"Everest, Barnes Reading Room",2022-12-01,Thursday,"17:00 - 17:59",0,0,2,2,0,0,
"Everest, Barnes Reading Room",2022-12-02,Friday,"14:00 - 14:59",0,0,12,12,0,0,
"Everest, Barnes Reading Room",2022-12-02,Friday,"15:00 - 15:59",0,0,5,5,0,0,
"Everest, Barnes Reading Room",2022-12-02,Friday,"16:00 - 16:59",0,0,4,4,0,0,
"Everest, Barnes Reading Room",2022-12-02,Friday,"18:00 - 18:59",0,0,1,1,0,0,
"Everest, Barnes Reading Room",2022-12-03,Saturday,"11:00 - 11:59",3,2,1,6,1,1,1
"Everest, Barnes Reading Room",2022-12-03,Saturday,"12:00 - 12:59",0,51,8,59,0,2,2
"Everest, Barnes Reading Room",2022-12-03,Saturday,"13:00 - 13:59",0,0,2,2,0,0,
"Everest, Barnes Reading Room",2022-12-05,Monday,"13:00 - 13:59",0,0,1,1,0,0,
"Everest, Barnes Reading Room",2022-12-05,Monday,"14:00 - 14:59",0,0,10,10,0,0,
"Everest, Barnes Reading Room",2022-12-05,Monday,"17:00 - 17:59",12,12,0,24,1,2,2
"Everest, Barnes Reading Room",2022-12-06,Tuesday,"14:00 - 14:59",1,0,4,5,1,0,1
"Everest, Barnes Reading Room",2022-12-06,Tuesday,"15:00 - 15:59",3,2,4,9,1,1,1
"Everest, Barnes Reading Room",2022-12-06,Tuesday,"16:00 - 16:59",1,9,0,10,1,1,2
"Everest, Barnes Reading Room",2022-12-06,Tuesday,"17:00 - 17:59",21,9,21,51,2,1,2
"Everest, Barnes Reading Room",2022-12-06,Tuesday,"18:00 - 18:59",5,0,20,25,1,0,1
"Everest, Barnes Reading Room",2022-12-08,Thursday,"13:00 - 13:59",0,0,7,7,0,0,
"Everest, Barnes Reading Room",2022-12-08,Thursday,"14:00 - 14:59",0,0,17,17,0,0,
"Everest, Barnes Reading Room",2022-12-08,Thursday,"15:00 - 15:59",7,0,22,29,1,0,1
"Everest, Barnes Reading Room",2022-12-08,Thursday,"16:00 - 16:59",0,0,2,2,0,0,
"Everest, Barnes Reading Room",2022-12-09,Friday,"13:00 - 13:59",0,0,6,6,0,0,
"Everest, Barnes Reading Room",2022-12-09,Friday,"14:00 - 14:59",3,0,0,3,1,0,1
"Everest, Barnes Reading Room",2022-12-09,Friday,"15:00 - 15:59",0,5,1,6,0,1,1
"Everest, Barnes Reading Room",2022-12-09,Friday,"16:00 - 16:59",1,0,0,1,1,0,1
"Everest, Barnes Reading Room",2022-12-12,Monday,"13:00 - 13:59",0,0,3,3,0,0,
"Everest, Barnes Reading Room",2022-12-12,Monday,"14:00 - 14:59",0,0,4,4,0,0,
"Everest, Barnes Reading Room",2022-12-12,Monday,"16:00 - 16:59",2,0,0,2,1,0,1
"Everest, Barnes Reading Room",2022-12-13,Tuesday,"10:00 - 10:59",0,41,0,41,0,1,1
"Everest, Barnes Reading Room",2022-12-13,Tuesday,"14:00 - 14:59",0,0,18,18,0,0,
"Everest, Barnes Reading Room",2022-12-13,Tuesday,"17:00 - 17:59",6,0,0,6,1,0,1
"Everest, Barnes Reading Room",2022-12-13,Tuesday,"18:00 - 18:59",2,0,1,3,1,0,1
"Everest, Barnes Reading Room",2022-12-15,Thursday,"14:00 - 14:59",0,0,9,9,0,0,
"Everest, Barnes Reading Room",2022-12-15,Thursday,"15:00 - 15:59",1,0,1,2,1,0,1
"Everest, Barnes Reading Room",2022-12-15,Thursday,"16:00 - 16:59",26,0,15,41,5,0,5
"Everest, Barnes Reading Room",2022-12-16,Friday,"13:00 - 13:59",0,3,3,6,0,1,1
"Everest, Barnes Reading Room",2022-12-16,Friday,"14:00 - 14:59",0,0,13,13,0,0,
"Everest, Barnes Reading Room",2022-12-16,Friday,"15:00 - 15:59",3,0,0,3,1,0,1
"Everest, Barnes Reading Room",2022-12-17,Saturday,"10:00 - 10:59",0,3,3,6,0,1,1
"Everest, Barnes Reading Room",2022-12-20,Tuesday,"15:00 - 15:59",0,0,1,1,0,0,
"Everest, Barnes Reading Room",2022-12-22,Thursday,"7:00 - 7:59",0,8,0,8,0,1,1
"Everest, Barnes Reading Room",2022-12-23,Friday,"9:00 - 9:59",0,11,0,11,0,1,1
"Everest, Barnes Reading Room",2022-12-23,Friday,"14:00 - 14:59",0,0,40,40,0,0,
"Everest, Barnes Reading Room",2022-12-23,Friday,"15:00 - 15:59",0,0,14,14,0,0,
"Everest, Barnes Reading Room",2022-12-27,Tuesday,"14:00 - 14:59",0,0,1,1,0,0,
"Everest, Barnes Reading Room",2022-12-27,Tuesday,"17:00 - 17:59",3,0,17,20,1,0,1
"Everest, Barnes Reading Room",2022-12-29,Thursday,"13:00 - 13:59",0,0,11,11,0,0,
"Everest, Barnes Reading Room",2022-12-29,Thursday,"14:00 - 14:59",0,0,9,9,0,0,
"Everest, Barnes Reading Room",2022-12-29,Thursday,"15:00 - 15:59",0,0,24,24,0,0,
"Everest, Barnes Reading Room",2022-12-29,Thursday,"17:00 - 17:59",0,0,1,1,0,0,
"Everest, Barnes Reading Room",2022-12-29,Thursday,"18:00 - 18:59",0,0,10,10,0,0,
"Everest, Barnes Reading Room",2022-12-29,Thursday,"20:00 - 20:59",0,3,0,3,0,1,1
"Everest, Barnes Reading Room",2022-12-30,Friday,"15:00 - 15:59",2,0,2,4,1,0,1
"Everest, Barnes Reading Room",2022-12-31,Saturday,"9:00 - 9:59",0,0,3,3,0,0,
"Everest, Barnes Reading Room",2022-12-31,Saturday,"10:00 - 10:59",0,0,21,21,0,0,
"Everest, Barnes Reading Room",2022-12-31,Saturday,"11:00 - 11:59",13,0,16,29,1,0,1
"Everest, Barnes Reading Room",2022-12-31,Saturday,"12:00 - 12:59",0,0,1,1,0,0,
"Hiawatha, Morrill Public Library",2022-12-01,Thursday,"7:00 - 7:59",0,10,0,10,0,1,1
"Hiawatha, Morrill Public Library",2022-12-01,Thursday,"8:00 - 8:59",6,6,7,19,2,2,3
"Hiawatha, Morrill Public Library",2022-12-01,Thursday,"9:00 - 9:59",3,7,4,14,2,1,3
"Hiawatha, Morrill Public Library",2022-12-01,Thursday,"10:00 - 10:59",12,0,16,28,3,0,3
"Hiawatha, Morrill Public Library",2022-12-01,Thursday,"11:00 - 11:59",14,0,42,56,5,0,5
"Hiawatha, Morrill Public Library",2022-12-01,Thursday,"12:00 - 12:59",7,0,65,72,6,0,6
"Hiawatha, Morrill Public Library",2022-12-01,Thursday,"13:00 - 13:59",10,0,10,20,3,0,3
"Hiawatha, Morrill Public Library",2022-12-01,Thursday,"14:00 - 14:59",20,0,10,30,5,0,5
"Hiawatha, Morrill Public Library",2022-12-01,Thursday,"15:00 - 15:59",4,0,1,5,1,0,1
"Hiawatha, Morrill Public Library",2022-12-01,Thursday,"16:00 - 16:59",4,0,3,7,1,0,1
"Hiawatha, Morrill Public Library",2022-12-01,Thursday,"17:00 - 17:59",2,0,1,3,1,0,1
"Hiawatha, Morrill Public Library",2022-12-01,Thursday,"18:00 - 18:59",1,1,0,2,1,1,1
"Hiawatha, Morrill Public Library",2022-12-01,Thursday,"19:00 - 19:59",0,0,4,4,0,0,
"Hiawatha, Morrill Public Library",2022-12-02,Friday,"9:00 - 9:59",1,0,6,7,1,0,1
"Hiawatha, Morrill Public Library",2022-12-02,Friday,"10:00 - 10:59",7,0,14,21,3,0,3
"Hiawatha, Morrill Public Library",2022-12-02,Friday,"11:00 - 11:59",3,2,70,75,2,1,3
"Hiawatha, Morrill Public Library",2022-12-02,Friday,"12:00 - 12:59",5,0,9,14,2,0,2
"Hiawatha, Morrill Public Library",2022-12-02,Friday,"13:00 - 13:59",0,0,6,6,0,0,
"Hiawatha, Morrill Public Library",2022-12-02,Friday,"14:00 - 14:59",0,0,1,1,0,0,
"Hiawatha, Morrill Public Library",2022-12-02,Friday,"15:00 - 15:59",32,1,33,66,6,1,6
"Hiawatha, Morrill Public Library",2022-12-02,Friday,"16:00 - 16:59",14,3,12,29,4,1,5
"Hiawatha, Morrill Public Library",2022-12-03,Saturday,"5:00 - 5:59",0,6,0,6,0,1,1
"Hiawatha, Morrill Public Library",2022-12-03,Saturday,"10:00 - 10:59",6,1,4,11,3,1,3
"Hiawatha, Morrill Public Library",2022-12-03,Saturday,"11:00 - 11:59",2,0,9,11,2,0,2
"Hiawatha, Morrill Public Library",2022-12-03,Saturday,"12:00 - 12:59",2,1,0,3,1,1,2
"Hiawatha, Morrill Public Library",2022-12-03,Saturday,"13:00 - 13:59",1,0,2,3,1,0,1
"Hiawatha, Morrill Public Library",2022-12-03,Saturday,"14:00 - 14:59",0,1,1,2,0,1,1
"Hiawatha, Morrill Public Library",2022-12-03,Saturday,"15:00 - 15:59",0,0,1,1,0,0,
"Hiawatha, Morrill Public Library",2022-12-04,Sunday,"5:00 - 5:59",0,1,0,1,0,1,1
"Hiawatha, Morrill Public Library",2022-12-04,Sunday,"11:00 - 11:59",0,1,0,1,0,1,1
"Hiawatha, Morrill Public Library",2022-12-04,Sunday,"13:00 - 13:59",36,0,33,69,5,0,5
"Hiawatha, Morrill Public Library",2022-12-04,Sunday,"14:00 - 14:59",5,1,0,6,1,1,2
"Hiawatha, Morrill Public Library",2022-12-04,Sunday,"15:00 - 15:59",1,0,0,1,1,0,1
"Hiawatha, Morrill Public Library",2022-12-04,Sunday,"21:00 - 21:59",0,2,0,2,0,1,1
"Hiawatha, Morrill Public Library",2022-12-04,Sunday,"23:00 - 23:59",0,3,0,3,0,1,1
"Hiawatha, Morrill Public Library",2022-12-05,Monday,"0:00 - 0:59",0,1,0,1,0,1,1
"Hiawatha, Morrill Public Library",2022-12-05,Monday,"8:00 - 8:59",1,5,12,18,1,1,2
"Hiawatha, Morrill Public Library",2022-12-05,Monday,"9:00 - 9:59",2,5,8,15,1,4,5
"Hiawatha, Morrill Public Library",2022-12-05,Monday,"10:00 - 10:59",4,4,11,19,2,1,3
"Hiawatha, Morrill Public Library",2022-12-05,Monday,"11:00 - 11:59",14,0,39,53,4,0,4
"Hiawatha, Morrill Public Library",2022-12-05,Monday,"12:00 - 12:59",5,3,26,34,4,1,4
"Hiawatha, Morrill Public Library",2022-12-05,Monday,"13:00 - 13:59",1,0,2,3,1,0,1
"Hiawatha, Morrill Public Library",2022-12-05,Monday,"14:00 - 14:59",12,2,12,26,5,2,6
"Hiawatha, Morrill Public Library",2022-12-05,Monday,"15:00 - 15:59",2,2,7,11,2,2,4
"Hiawatha, Morrill Public Library",2022-12-05,Monday,"16:00 - 16:59",25,2,27,54,6,1,7
"Hiawatha, Morrill Public Library",2022-12-05,Monday,"17:00 - 17:59",2,0,0,2,2,0,2
"Hiawatha, Morrill Public Library",2022-12-05,Monday,"19:00 - 19:59",0,0,2,2,0,0,
"Hiawatha, Morrill Public Library",2022-12-06,Tuesday,"6:00 - 6:59",0,3,0,3,0,1,1
"Hiawatha, Morrill Public Library",2022-12-06,Tuesday,"8:00 - 8:59",0,3,4,7,0,1,1
"Hiawatha, Morrill Public Library",2022-12-06,Tuesday,"9:00 - 9:59",4,0,3,7,1,0,1
"Hiawatha, Morrill Public Library",2022-12-06,Tuesday,"10:00 - 10:59",4,0,7,11,2,0,2
"Hiawatha, Morrill Public Library",2022-12-06,Tuesday,"11:00 - 11:59",13,0,31,44,5,0,5
"Hiawatha, Morrill Public Library",2022-12-06,Tuesday,"12:00 - 12:59",7,0,11,18,3,0,3
"Hiawatha, Morrill Public Library",2022-12-06,Tuesday,"13:00 - 13:59",2,2,16,20,2,2,3
"Hiawatha, Morrill Public Library",2022-12-06,Tuesday,"14:00 - 14:59",0,0,2,2,0,0,
"Hiawatha, Morrill Public Library",2022-12-06,Tuesday,"15:00 - 15:59",2,3,3,8,2,2,4
"Hiawatha, Morrill Public Library",2022-12-06,Tuesday,"16:00 - 16:59",1,0,3,4,1,0,1
"Hiawatha, Morrill Public Library",2022-12-06,Tuesday,"17:00 - 17:59",2,0,0,2,2,0,2
"Hiawatha, Morrill Public Library",2022-12-06,Tuesday,"19:00 - 19:59",0,8,0,8,0,1,1
"Hiawatha, Morrill Public Library",2022-12-07,Wednesday,"8:00 - 8:59",0,4,0,4,0,2,2
"Hiawatha, Morrill Public Library",2022-12-07,Wednesday,"9:00 - 9:59",0,0,14,14,0,0,
"Hiawatha, Morrill Public Library",2022-12-07,Wednesday,"10:00 - 10:59",0,0,5,5,0,0,
"Hiawatha, Morrill Public Library",2022-12-07,Wednesday,"11:00 - 11:59",6,0,0,6,3,0,3
"Hiawatha, Morrill Public Library",2022-12-07,Wednesday,"12:00 - 12:59",5,0,27,32,3,0,3
"Hiawatha, Morrill Public Library",2022-12-07,Wednesday,"13:00 - 13:59",9,0,29,38,2,0,2
"Hiawatha, Morrill Public Library",2022-12-07,Wednesday,"14:00 - 14:59",0,0,3,3,0,0,
"Hiawatha, Morrill Public Library",2022-12-07,Wednesday,"15:00 - 15:59",0,0,4,4,0,0,
"Hiawatha, Morrill Public Library",2022-12-07,Wednesday,"16:00 - 16:59",13,0,24,37,5,0,5
"Hiawatha, Morrill Public Library",2022-12-07,Wednesday,"17:00 - 17:59",7,0,0,7,2,0,2
"Hiawatha, Morrill Public Library",2022-12-07,Wednesday,"19:00 - 19:59",0,1,1,2,0,1,1
"Hiawatha, Morrill Public Library",2022-12-08,Thursday,"9:00 - 9:59",7,1,9,17,2,1,2
"Hiawatha, Morrill Public Library",2022-12-08,Thursday,"10:00 - 10:59",2,13,8,23,1,2,3
"Hiawatha, Morrill Public Library",2022-12-08,Thursday,"11:00 - 11:59",5,0,15,20,2,0,2
"Hiawatha, Morrill Public Library",2022-12-08,Thursday,"12:00 - 12:59",17,0,61,78,5,0,5
"Hiawatha, Morrill Public Library",2022-12-08,Thursday,"13:00 - 13:59",12,0,8,20,9,0,9
"Hiawatha, Morrill Public Library",2022-12-08,Thursday,"14:00 - 14:59",21,3,25,49,2,1,2
"Hiawatha, Morrill Public Library",2022-12-08,Thursday,"15:00 - 15:59",6,0,4,10,2,0,2
"Hiawatha, Morrill Public Library",2022-12-08,Thursday,"16:00 - 16:59",16,0,2,18,4,0,4
"Hiawatha, Morrill Public Library",2022-12-08,Thursday,"17:00 - 17:59",1,0,1,2,1,0,1
"Hiawatha, Morrill Public Library",2022-12-08,Thursday,"18:00 - 18:59",7,0,0,7,1,0,1
"Hiawatha, Morrill Public Library",2022-12-08,Thursday,"19:00 - 19:59",0,0,15,15,0,0,
"Hiawatha, Morrill Public Library",2022-12-09,Friday,"9:00 - 9:59",9,0,9,18,1,0,1
"Hiawatha, Morrill Public Library",2022-12-09,Friday,"10:00 - 10:59",6,0,0,6,1,0,1
"Hiawatha, Morrill Public Library",2022-12-09,Friday,"11:00 - 11:59",2,0,15,17,1,0,1
"Hiawatha, Morrill Public Library",2022-12-09,Friday,"12:00 - 12:59",3,0,0,3,2,0,2
"Hiawatha, Morrill Public Library",2022-12-09,Friday,"13:00 - 13:59",3,0,19,22,1,0,1
"Hiawatha, Morrill Public Library",2022-12-09,Friday,"14:00 - 14:59",9,1,4,14,5,1,6
"Hiawatha, Morrill Public Library",2022-12-09,Friday,"15:00 - 15:59",9,1,17,27,1,1,2
"Hiawatha, Morrill Public Library",2022-12-09,Friday,"16:00 - 16:59",19,0,12,31,5,0,5
"Hiawatha, Morrill Public Library",2022-12-09,Friday,"19:00 - 19:59",0,14,0,14,0,1,1
"Hiawatha, Morrill Public Library",2022-12-10,Saturday,"9:00 - 9:59",2,1,0,3,2,1,3
"Hiawatha, Morrill Public Library",2022-12-10,Saturday,"10:00 - 10:59",3,0,10,13,2,0,2
"Hiawatha, Morrill Public Library",2022-12-10,Saturday,"11:00 - 11:59",9,0,22,31,2,0,2
"Hiawatha, Morrill Public Library",2022-12-10,Saturday,"12:00 - 12:59",0,1,16,17,0,1,1
"Hiawatha, Morrill Public Library",2022-12-10,Saturday,"13:00 - 13:59",0,4,11,15,0,2,2
"Hiawatha, Morrill Public Library",2022-12-10,Saturday,"14:00 - 14:59",13,0,8,21,3,0,3
"Hiawatha, Morrill Public Library",2022-12-10,Saturday,"15:00 - 15:59",12,0,7,19,4,0,4
"Hiawatha, Morrill Public Library",2022-12-11,Sunday,"10:00 - 10:59",2,0,0,2,2,0,2
"Hiawatha, Morrill Public Library",2022-12-11,Sunday,"12:00 - 12:59",0,0,2,2,0,0,
"Hiawatha, Morrill Public Library",2022-12-11,Sunday,"13:00 - 13:59",2,0,17,19,1,0,1
"Hiawatha, Morrill Public Library",2022-12-11,Sunday,"14:00 - 14:59",2,0,9,11,1,0,1
"Hiawatha, Morrill Public Library",2022-12-11,Sunday,"15:00 - 15:59",5,3,9,17,2,1,2
"Hiawatha, Morrill Public Library",2022-12-11,Sunday,"23:00 - 23:59",0,3,0,3,0,1,1
"Hiawatha, Morrill Public Library",2022-12-12,Monday,"3:00 - 3:59",0,5,0,5,0,1,1
"Hiawatha, Morrill Public Library",2022-12-12,Monday,"8:00 - 8:59",0,3,1,4,0,1,1
"Hiawatha, Morrill Public Library",2022-12-12,Monday,"9:00 - 9:59",4,1,22,27,1,1,2
"Hiawatha, Morrill Public Library",2022-12-12,Monday,"10:00 - 10:59",14,4,10,28,5,4,8
"Hiawatha, Morrill Public Library",2022-12-12,Monday,"11:00 - 11:59",14,4,48,66,4,1,5
"Hiawatha, Morrill Public Library",2022-12-12,Monday,"12:00 - 12:59",5,1,3,9,2,1,2
"Hiawatha, Morrill Public Library",2022-12-12,Monday,"13:00 - 13:59",14,0,20,34,4,0,4
"Hiawatha, Morrill Public Library",2022-12-12,Monday,"14:00 - 14:59",4,0,5,9,1,0,1
"Hiawatha, Morrill Public Library",2022-12-12,Monday,"15:00 - 15:59",6,0,7,13,3,0,3
"Hiawatha, Morrill Public Library",2022-12-12,Monday,"16:00 - 16:59",4,2,43,49,2,1,3
"Hiawatha, Morrill Public Library",2022-12-12,Monday,"17:00 - 17:59",10,1,7,18,1,1,1
"Hiawatha, Morrill Public Library",2022-12-12,Monday,"18:00 - 18:59",1,1,5,7,1,1,2
"Hiawatha, Morrill Public Library",2022-12-13,Tuesday,"6:00 - 6:59",0,2,0,2,0,1,1
"Hiawatha, Morrill Public Library",2022-12-13,Tuesday,"8:00 - 8:59",0,10,5,15,0,1,1
"Hiawatha, Morrill Public Library",2022-12-13,Tuesday,"9:00 - 9:59",1,5,9,15,1,2,2
"Hiawatha, Morrill Public Library",2022-12-13,Tuesday,"10:00 - 10:59",0,0,7,7,0,0,
"Hiawatha, Morrill Public Library",2022-12-13,Tuesday,"11:00 - 11:59",2,1,12,15,1,1,2
"Hiawatha, Morrill Public Library",2022-12-13,Tuesday,"12:00 - 12:59",8,2,31,41,2,1,3
"Hiawatha, Morrill Public Library",2022-12-13,Tuesday,"13:00 - 13:59",5,0,12,17,1,0,1
"Hiawatha, Morrill Public Library",2022-12-13,Tuesday,"14:00 - 14:59",4,0,10,14,2,0,2
"Hiawatha, Morrill Public Library",2022-12-13,Tuesday,"15:00 - 15:59",11,5,10,26,4,3,7
"Hiawatha, Morrill Public Library",2022-12-13,Tuesday,"16:00 - 16:59",20,0,2,22,4,0,4
"Hiawatha, Morrill Public Library",2022-12-13,Tuesday,"17:00 - 17:59",1,0,23,24,1,0,1
"Hiawatha, Morrill Public Library",2022-12-13,Tuesday,"19:00 - 19:59",0,0,1,1,0,0,
"Hiawatha, Morrill Public Library",2022-12-14,Wednesday,"9:00 - 9:59",3,5,7,15,2,3,4
"Hiawatha, Morrill Public Library",2022-12-14,Wednesday,"10:00 - 10:59",2,3,9,14,2,1,3
