branchname,"COLLECTION CODE","TOTAL ITEMS","ADULT ITEMS","YOUNG ADULT ITEMS","JUVENILE ITEMS","TOTAL ADDED LM","ADULT ADDED LM","YOUNG ADULT ADDED LM","JUVENILE ADDED LM","TOTAL DELETED LM","ADULT DELETED LM","YOUNG ADULT DELETED LM","JUVENILE DELETED LM"
"Oskaloosa Public Library",LGBTQ+,,,,,,,,,,,,
"Oskaloosa Public Library","Lynda.com course",,,,,,,,,,,,
"Oskaloosa Public Library",Magazine,100,100,,,4,4,,,,,,
"Oskaloosa Public Library",Map,,,,,,,,,,,,
"Oskaloosa Public Library","McNaughton Fiction",,,,,,,,,,,,
"Oskaloosa Public Library","McNaughton Non-fiction",,,,,,,,,,,,
"Oskaloosa Public Library",Miscellaneous,,,,,,,,,,,,
"Oskaloosa Public Library","Music : compact disc",96,95,,1,,,,,,,,
"Oskaloosa Public Library","Music : record",,,,,,,,,,,,
"Oskaloosa Public Library","Musical instrument : brass instruments",,,,,,,,,,,,
"Oskaloosa Public Library","Musical instrument : drums and percussion",,,,,,,,,,,,
"Oskaloosa Public Library","Musical instrument : misceleaneous",,,,,,,,,,,,
"Oskaloosa Public Library","Musical instrument : stringed instruments",,,,,,,,,,,,
"Oskaloosa Public Library","Musical instrument : woodwind instruments",,,,,,,,,,,,
"Oskaloosa Public Library",Mystery,,,,,,,,,,,,
"Oskaloosa Public Library",Mystery-Cozy,,,,,,,,,,,,
"Oskaloosa Public Library",Non-Fiction,2695,1435,34,1226,1,,,1,2,,,
"Oskaloosa Public Library","On Display",1,1,,,,,,,,,,
"Oskaloosa Public Library","Online Resource",,,,,,,,,,,,
"Oskaloosa Public Library",Oversize,4,2,,2,,,,,,,,
"Oskaloosa Public Library",Paperback,7,3,1,3,,,,,,,,
"Oskaloosa Public Library",Parenting,14,,,14,,,,,,,,
"Oskaloosa Public Library","Periodical - Comic books",,,,,,,,,,,,
"Oskaloosa Public Library","Picture Book",643,3,,640,9,,,9,1,,,
"Oskaloosa Public Library","Professional Collection",,,,,,,,,,,,
"Oskaloosa Public Library","Public Computer",8,8,,,,,,,,,,
"Oskaloosa Public Library","Puzzles & Board Games",,,,,,,,,,,,
"Oskaloosa Public Library","Read and listen - easy reader",,,,,,,,,,,,
"Oskaloosa Public Library","Read and listen - fiction",,,,,,,,,,,,
"Oskaloosa Public Library","Read and listen - non-fiction",,,,,,,,,,,,
"Oskaloosa Public Library","Read and listen - picture book",,,,,,,,,,,,
"Oskaloosa Public Library","Record player",,,,,,,,,,,,
"Oskaloosa Public Library","Recreation : athletic / sports equipment",,,,,,,,,,,,
"Oskaloosa Public Library","Recreation : basketball equipment",,,,,,,,,,,,
"Oskaloosa Public Library","Recreation : fishing equipment",,,,,,,,,,,,
"Oskaloosa Public Library","Recreation : football equipment",,,,,,,,,,,,
"Oskaloosa Public Library","Recreation : softball / baseball equipment",,,,,,,,,,,,
"Oskaloosa Public Library","Recreation : tennis equipment",,,,,,,,,,,,
"Oskaloosa Public Library",Reference,,,,,,,,,,,,
"Oskaloosa Public Library",Romance,,,,,,,,,,,,
"Oskaloosa Public Library","Sci Fi-Fantasy",,,,,,,,,,,,
"Oskaloosa Public Library",Software,,,,,,,,,,,,
"Oskaloosa Public Library",Spanish,,,,,,,,,,,,
"Oskaloosa Public Library","Special collection - Dyslexic and Autistic Reading Engagement",,,,,,,,,,,,
"Oskaloosa Public Library","Sports & Recreation",,,,,,,,,,,,
"Oskaloosa Public Library",VG--Videogame,,,,,,,,,,,,
"Oskaloosa Public Library",VG-Gameboy,,,,,,,,,,,,
"Oskaloosa Public Library","VG-Nintendo 3DS",,,,,,,,,,,,
"Oskaloosa Public Library","VG-Nintendo DS",,,,,,,,,,,,
"Oskaloosa Public Library","VG-Nintendo Gamecube",,,,,,,,,,,,
"Oskaloosa Public Library","VG-Nintendo Switch",,,,,,,,,,,,
"Oskaloosa Public Library","VG-Nintendo Wii",,,,,,,,,,,,
"Oskaloosa Public Library","VG-Nintendo Wii U",,,,,,,,,,,,
"Oskaloosa Public Library","VG-PlayStation 2 (PS2)",,,,,,,,,,,,
"Oskaloosa Public Library","VG-PlayStation 3 (PS3)",,,,,,,,,,,,
"Oskaloosa Public Library","VG-PlayStation 4 (PS4)",,,,,,,,,,,,
"Oskaloosa Public Library","VG-PlayStation 5 (PS5)",,,,,,,,,,,,
"Oskaloosa Public Library","VG-PlayStation Portable (PSP)",,,,,,,,,,,,
"Oskaloosa Public Library",VG-XBox,,,,,,,,,,,,
"Oskaloosa Public Library","VG-XBox 360",,,,,,,,,,,,
"Oskaloosa Public Library","VG-XBox One",,,,,,,,,,,,
"Oskaloosa Public Library","VG-XBox X",,,,,,,,,,,,
"Oskaloosa Public Library","Video (Blu-ray)",4,4,,,,,,,,,,
"Oskaloosa Public Library","Video (Blu-ray/DVD combined edition)",4,4,,,,,,,,,,
"Oskaloosa Public Library","Video (DVD)",658,506,34,118,2,2,,,4,,,
"Oskaloosa Public Library","Video (media player)",,,,,,,,,,,,
"Oskaloosa Public Library","Video (VHS cassette)",,,,,,,,,,,,
"Oskaloosa Public Library","Video-TV series (Blu-ray)",,,,,,,,,,,,
"Oskaloosa Public Library","Video-TV series (Blu-ray/DVD combined edition)",,,,,,,,,,,,
"Oskaloosa Public Library","Video-TV series (DVD)",161,161,,,,,,,,,,
"Oskaloosa Public Library","Video-TV series (media player)",,,,,,,,,,,,
"Oskaloosa Public Library",Western,,,,,,,,,,,,
"Ottawa Library",(Unclassified),9,1,3,5,1,,1,,,,,
"Ottawa Library","Action & Adventure",,,,,,,,,,,,
"Ottawa Library","Adult literacy",,,,,,,,,,,,
"Ottawa Library","African American history and literature",1,1,,,,,,,,,,
"Ottawa Library","Archival materials",,,,,,,,,,,,
"Ottawa Library",Atlas,2,2,,,,,,,,,,
"Ottawa Library","Audiobook (cassette)",6,4,,2,,,,,,,,
"Ottawa Library","Audiobook (CD)",2239,1943,33,263,2,2,,,,,,
"Ottawa Library","Audiobook (downloadable)",,,,,,,,,,,,
"Ottawa Library","Audiobook (media player)",113,105,4,4,,,,,,,,
"Ottawa Library","Audiovisual equipment",,,,,,,,,,,,
"Ottawa Library",Bakeware,,,,,,,,,,,,
"Ottawa Library","Battle of the books",2,,,2,,,,,,,,
"Ottawa Library",Bicycle,,,,,,,,,,,,
"Ottawa Library",Bilingual,,,,,,,,,,,,
"Ottawa Library",Binder,,,,,,,,,,,,
"Ottawa Library",Biography,2145,1653,35,457,8,,,8,,,,
"Ottawa Library","Blu-ray player",,,,,,,,,,,,
"Ottawa Library","Board Book",764,1,,763,14,,,14,8,,,
"Ottawa Library","Chapter Books",,,,,,,,,,,,
"Ottawa Library",Classics,1,1,,,,,,,,,,
"Ottawa Library","Contemporary Issues",,,,,,,,,,,,
"Ottawa Library","Downloadable Book",,,,,,,,,,,,
"Ottawa Library","Downloadable Graphic Novel",,,,,,,,,,,,
"Ottawa Library","Downloadable Magazine",,,,,,,,,,,,
"Ottawa Library","Downloadable Movie",,,,,,,,,,,,
"Ottawa Library","Downloadable Music",,,,,,,,,,,,
"Ottawa Library","Downloadable TV Show",,,,,,,,,,,,
"Ottawa Library","Easy Reader",2797,6,,2791,16,,,16,1,,,
"Ottawa Library",Education,,,,,,,,,,,,
"Ottawa Library",Fiction,16599,11591,1548,3460,159,84,26,49,179,,,
"Ottawa Library",Gadget,5,3,1,1,,,,,,,,
"Ottawa Library",Genealogy,769,769,,,,,,,,,,
"Ottawa Library","Graphic Novel",2143,142,680,1321,73,1,36,36,5,,,
"Ottawa Library","Historical ",,,,,,,,,,,,
"Ottawa Library",Holiday,544,,,544,1,,,1,1,,,
"Ottawa Library","Holiday video",,,,,,,,,,,,
"Ottawa Library",Inspirational,8,,,8,2,,,2,,,,
"Ottawa Library","Interlibrary Loan",14,12,2,,8,8,,,16,,,
"Ottawa Library",Kansas,732,732,,,,,,,,,,
"Ottawa Library","Kansas notable books",1,1,,,,,,,,,,
"Ottawa Library","Large Print",4673,4634,10,29,16,14,,2,,,,
"Ottawa Library","Large Print Non-Fiction",195,193,1,1,,,,,,,,
"Ottawa Library",LGBTQ+,,,,,,,,,,,,
"Ottawa Library","Lynda.com course",,,,,,,,,,,,
"Ottawa Library",Magazine,12,12,,,,,,,,,,
"Ottawa Library",Map,,,,,,,,,,,,
"Ottawa Library","McNaughton Fiction",,,,,,,,,,,,
"Ottawa Library","McNaughton Non-fiction",47,3,,44,1,,,1,,,,
"Ottawa Library",Miscellaneous,4,4,,,,,,,,,,
"Ottawa Library","Music : compact disc",,,,,,,,,,,,
"Ottawa Library","Music : record",,,,,,,,,,,,
"Ottawa Library","Musical instrument : brass instruments",,,,,,,,,,,,
"Ottawa Library","Musical instrument : drums and percussion",,,,,,,,,,,,
"Ottawa Library","Musical instrument : misceleaneous",,,,,,,,,,,,
"Ottawa Library","Musical instrument : stringed instruments",,,,,,,,,,,,
"Ottawa Library","Musical instrument : woodwind instruments",,,,,,,,,,,,
"Ottawa Library",Mystery,,,,,,,,,,,,
"Ottawa Library",Mystery-Cozy,1,,,1,,,,,,,,
"Ottawa Library",Non-Fiction,23521,16152,175,7194,58,1,2,55,23,,,
"Ottawa Library","On Display",5,5,,,,,,,,,,
"Ottawa Library","Online Resource",,,,,,,,,,,,
"Ottawa Library",Oversize,190,190,,,,,,,,,,
"Ottawa Library",Paperback,207,,1,206,5,,,5,2,,,
"Ottawa Library",Parenting,,,,,,,,,,,,
"Ottawa Library","Periodical - Comic books",,,,,,,,,,,,
"Ottawa Library","Picture Book",5670,6,1,5663,62,,,62,7,,,
"Ottawa Library","Professional Collection",89,12,5,72,1,,1,,,,,
"Ottawa Library","Public Computer",19,19,,,,,,,,,,
"Ottawa Library","Puzzles & Board Games",,,,,,,,,,,,
"Ottawa Library","Read and listen - easy reader",1,,,1,,,,,,,,
"Ottawa Library","Read and listen - fiction",,,,,,,,,,,,
"Ottawa Library","Read and listen - non-fiction",,,,,,,,,,,,
"Ottawa Library","Read and listen - picture book",2,,,2,,,,,,,,
"Ottawa Library","Record player",,,,,,,,,,,,
"Ottawa Library","Recreation : athletic / sports equipment",,,,,,,,,,,,
"Ottawa Library","Recreation : basketball equipment",,,,,,,,,,,,
"Ottawa Library","Recreation : fishing equipment",,,,,,,,,,,,
"Ottawa Library","Recreation : football equipment",,,,,,,,,,,,
"Ottawa Library","Recreation : softball / baseball equipment",,,,,,,,,,,,
"Ottawa Library","Recreation : tennis equipment",,,,,,,,,,,,
"Ottawa Library",Reference,118,118,,,,,,,,,,
"Ottawa Library",Romance,217,,206,11,8,,8,,,,,
"Ottawa Library","Sci Fi-Fantasy",289,,283,6,,,,,,,,
"Ottawa Library",Software,,,,,,,,,,,,
"Ottawa Library",Spanish,258,147,,111,,,,,,,,
"Ottawa Library","Special collection - Dyslexic and Autistic Reading Engagement",,,,,,,,,,,,
"Ottawa Library","Sports & Recreation",,,,,,,,,,,,
"Ottawa Library",VG--Videogame,2,2,,,,,,,,,,
"Ottawa Library",VG-Gameboy,,,,,,,,,,,,
"Ottawa Library","VG-Nintendo 3DS",,,,,,,,,,,,
"Ottawa Library","VG-Nintendo DS",,,,,,,,,,,,
"Ottawa Library","VG-Nintendo Gamecube",,,,,,,,,,,,
"Ottawa Library","VG-Nintendo Switch",1,,1,,,,,,,,,
"Ottawa Library","VG-Nintendo Wii",40,40,,,,,,,,,,
"Ottawa Library","VG-Nintendo Wii U",,,,,,,,,,,,
"Ottawa Library","VG-PlayStation 2 (PS2)",,,,,,,,,,,,
"Ottawa Library","VG-PlayStation 3 (PS3)",40,39,,1,,,,,,,,
"Ottawa Library","VG-PlayStation 4 (PS4)",323,318,,5,2,2,,,,,,
"Ottawa Library","VG-PlayStation 5 (PS5)",1,1,,,,,,,,,,
"Ottawa Library","VG-PlayStation Portable (PSP)",,,,,,,,,,,,
"Ottawa Library",VG-XBox,,,,,,,,,,,,
"Ottawa Library","VG-XBox 360",33,32,,1,,,,,3,,,
"Ottawa Library","VG-XBox One",173,173,,,4,4,,,,,,
"Ottawa Library","VG-XBox X",1,,1,,,,,,,,,
"Ottawa Library","Video (Blu-ray)",370,359,,11,1,,,1,,,,
"Ottawa Library","Video (Blu-ray/DVD combined edition)",3,2,,1,,,,,,,,
"Ottawa Library","Video (DVD)",4527,2912,,1615,4,1,,3,1,,,
"Ottawa Library","Video (media player)",2,2,,,,,,,,,,
"Ottawa Library","Video (VHS cassette)",29,29,,,,,,,,,,
"Ottawa Library","Video-TV series (Blu-ray)",5,5,,,,,,,,,,
"Ottawa Library","Video-TV series (Blu-ray/DVD combined edition)",1,1,,,,,,,,,,
"Ottawa Library","Video-TV series (DVD)",977,975,,2,,,,,,,,
"Ottawa Library","Video-TV series (media player)",,,,,,,,,,,,
"Ottawa Library",Western,,,,,,,,,,,,
"Overbrook Public Library",(Unclassified),2,2,,,,,,,,,,
"Overbrook Public Library","Action & Adventure",,,,,,,,,,,,
"Overbrook Public Library","Adult literacy",,,,,,,,,,,,
"Overbrook Public Library","African American history and literature",,,,,,,,,,,,
"Overbrook Public Library","Archival materials",,,,,,,,,,,,
"Overbrook Public Library",Atlas,,,,,,,,,,,,
"Overbrook Public Library","Audiobook (cassette)",,,,,,,,,,,,
"Overbrook Public Library","Audiobook (CD)",736,493,19,224,,,,,,,,
"Overbrook Public Library","Audiobook (downloadable)",,,,,,,,,,,,
"Overbrook Public Library","Audiobook (media player)",,,,,,,,,,,,
"Overbrook Public Library","Audiovisual equipment",,,,,,,,,,,,
"Overbrook Public Library",Bakeware,176,176,,,,,,,,,,
"Overbrook Public Library","Battle of the books",,,,,,,,,,,,
"Overbrook Public Library",Bicycle,,,,,,,,,,,,
"Overbrook Public Library",Bilingual,11,,,11,,,,,,,,
"Overbrook Public Library",Binder,,,,,,,,,,,,
"Overbrook Public Library",Biography,271,129,140,2,,,,,,,,
"Overbrook Public Library","Blu-ray player",,,,,,,,,,,,
"Overbrook Public Library","Board Book",243,,,243,,,,,,,,
"Overbrook Public Library","Chapter Books",,,,,,,,,,,,
"Overbrook Public Library",Classics,,,,,,,,,,,,
"Overbrook Public Library","Contemporary Issues",,,,,,,,,,,,
"Overbrook Public Library","Downloadable Book",,,,,,,,,,,,
"Overbrook Public Library","Downloadable Graphic Novel",,,,,,,,,,,,
"Overbrook Public Library","Downloadable Magazine",,,,,,,,,,,,
"Overbrook Public Library","Downloadable Movie",,,,,,,,,,,,
"Overbrook Public Library","Downloadable Music",,,,,,,,,,,,
"Overbrook Public Library","Downloadable TV Show",,,,,,,,,,,,
"Overbrook Public Library","Easy Reader",916,2,,914,1,1,,,,,,
"Overbrook Public Library",Education,,,,,,,,,,,,
"Overbrook Public Library",Fiction,4419,1667,755,1997,17,15,1,1,1,,,
"Overbrook Public Library",Gadget,2,2,,,,,,,,,,
"Overbrook Public Library",Genealogy,,,,,,,,,,,,
"Overbrook Public Library","Graphic Novel",606,5,344,257,9,,,9,,,,
"Overbrook Public Library","Historical ",,,,,,,,,,,,
"Overbrook Public Library",Holiday,248,,,248,,,,,,,,
"Overbrook Public Library","Holiday video",,,,,,,,,,,,
"Overbrook Public Library",Inspirational,618,618,,,1,1,,,,,,
"Overbrook Public Library","Interlibrary Loan",85,84,,1,8,8,,,,,,
"Overbrook Public Library",Kansas,301,301,,,,,,,,,,
"Overbrook Public Library","Kansas notable books",,,,,,,,,,,,
"Overbrook Public Library","Large Print",1636,1635,1,,10,10,,,,,,
"Overbrook Public Library","Large Print Non-Fiction",91,91,,,,,,,,,,
"Overbrook Public Library",LGBTQ+,,,,,,,,,,,,
"Overbrook Public Library","Lynda.com course",,,,,,,,,,,,
"Overbrook Public Library",Magazine,27,27,,,,,,,,,,
"Overbrook Public Library",Map,,,,,,,,,,,,
"Overbrook Public Library","McNaughton Fiction",,,,,,,,,,,,
"Overbrook Public Library","McNaughton Non-fiction",,,,,,,,,,,,
"Overbrook Public Library",Miscellaneous,,,,,,,,,,,,
"Overbrook Public Library","Music : compact disc",39,,,39,,,,,,,,
"Overbrook Public Library","Music : record",,,,,,,,,,,,
"Overbrook Public Library","Musical instrument : brass instruments",,,,,,,,,,,,
"Overbrook Public Library","Musical instrument : drums and percussion",,,,,,,,,,,,
"Overbrook Public Library","Musical instrument : misceleaneous",,,,,,,,,,,,
"Overbrook Public Library","Musical instrument : stringed instruments",,,,,,,,,,,,
"Overbrook Public Library","Musical instrument : woodwind instruments",,,,,,,,,,,,
"Overbrook Public Library",Mystery,900,900,,,2,2,,,,,,
"Overbrook Public Library",Mystery-Cozy,12,12,,,,,,,,,,
"Overbrook Public Library",Non-Fiction,2936,1075,235,1626,4,4,,,3,,,
"Overbrook Public Library","On Display",,,,,,,,,,,,
"Overbrook Public Library","Online Resource",,,,,,,,,,,,
"Overbrook Public Library",Oversize,1,,,1,,,,,,,,
"Overbrook Public Library",Paperback,2,1,1,,,,,,,,,
"Overbrook Public Library",Parenting,1,,,1,,,,,,,,
"Overbrook Public Library","Periodical - Comic books",,,,,,,,,,,,
"Overbrook Public Library","Picture Book",1688,5,,1683,1,,,1,1,,,
"Overbrook Public Library","Professional Collection",1,,,1,,,,,,,,
"Overbrook Public Library","Public Computer",1,1,,,,,,,,,,
"Overbrook Public Library","Puzzles & Board Games",,,,,,,,,,,,
"Overbrook Public Library","Read and listen - easy reader",,,,,,,,,,,,
"Overbrook Public Library","Read and listen - fiction",,,,,,,,,,,,
"Overbrook Public Library","Read and listen - non-fiction",,,,,,,,,,,,
"Overbrook Public Library","Read and listen - picture book",,,,,,,,,,,,
"Overbrook Public Library","Record player",,,,,,,,,,,,
"Overbrook Public Library","Recreation : athletic / sports equipment",,,,,,,,,,,,
"Overbrook Public Library","Recreation : basketball equipment",,,,,,,,,,,,
"Overbrook Public Library","Recreation : fishing equipment",,,,,,,,,,,,
"Overbrook Public Library","Recreation : football equipment",,,,,,,,,,,,
"Overbrook Public Library","Recreation : softball / baseball equipment",,,,,,,,,,,,
"Overbrook Public Library","Recreation : tennis equipment",,,,,,,,,,,,
"Overbrook Public Library",Reference,3,3,,,,,,,,,,
"Overbrook Public Library",Romance,,,,,,,,,,,,
"Overbrook Public Library","Sci Fi-Fantasy",365,361,4,,11,11,,,,,,
"Overbrook Public Library",Software,,,,,,,,,,,,
"Overbrook Public Library",Spanish,9,,,9,,,,,,,,
"Overbrook Public Library","Special collection - Dyslexic and Autistic Reading Engagement",,,,,,,,,,,,
"Overbrook Public Library","Sports & Recreation",,,,,,,,,,,,
"Overbrook Public Library",VG--Videogame,1,1,,,,,,,,,,
"Overbrook Public Library",VG-Gameboy,,,,,,,,,,,,
"Overbrook Public Library","VG-Nintendo 3DS",,,,,,,,,,,,
"Overbrook Public Library","VG-Nintendo DS",,,,,,,,,,,,
"Overbrook Public Library","VG-Nintendo Gamecube",,,,,,,,,,,,
"Overbrook Public Library","VG-Nintendo Switch",,,,,,,,,,,,
"Overbrook Public Library","VG-Nintendo Wii",148,15,2,131,,,,,,,,
"Overbrook Public Library","VG-Nintendo Wii U",,,,,,,,,,,,
"Overbrook Public Library","VG-PlayStation 2 (PS2)",43,2,1,40,,,,,,,,
"Overbrook Public Library","VG-PlayStation 3 (PS3)",26,25,,1,,,,,,,,
"Overbrook Public Library","VG-PlayStation 4 (PS4)",58,54,4,,,,,,,,,
"Overbrook Public Library","VG-PlayStation 5 (PS5)",9,7,2,,,,,,,,,
"Overbrook Public Library","VG-PlayStation Portable (PSP)",,,,,,,,,,,,
"Overbrook Public Library",VG-XBox,2,,,2,,,,,,,,
"Overbrook Public Library","VG-XBox 360",9,8,,1,,,,,,,,
"Overbrook Public Library","VG-XBox One",11,8,3,,,,,,,,,
"Overbrook Public Library","VG-XBox X",1,1,,,,,,,,,,
"Overbrook Public Library","Video (Blu-ray)",239,234,,5,,,,,,,,
"Overbrook Public Library","Video (Blu-ray/DVD combined edition)",3,3,,,,,,,,,,
"Overbrook Public Library","Video (DVD)",4305,2946,,1359,18,12,,6,,,,
"Overbrook Public Library","Video (media player)",1,1,,,,,,,,,,
"Overbrook Public Library","Video (VHS cassette)",1,,,1,,,,,,,,
"Overbrook Public Library","Video-TV series (Blu-ray)",2,2,,,,,,,,,,
"Overbrook Public Library","Video-TV series (Blu-ray/DVD combined edition)",4,4,,,,,,,,,,
"Overbrook Public Library","Video-TV series (DVD)",737,692,,45,8,8,,,,,,
"Overbrook Public Library","Video-TV series (media player)",,,,,,,,,,,,
"Overbrook Public Library",Western,202,202,,,,,,,,,,
"Paola Free Library",(Unclassified),3,3,,,,,,,,,,
"Paola Free Library","Action & Adventure",,,,,,,,,,,,
"Paola Free Library","Adult literacy",1,1,,,,,,,,,,
"Paola Free Library","African American history and literature",,,,,,,,,,,,
"Paola Free Library","Archival materials",,,,,,,,,,,,
"Paola Free Library",Atlas,,,,,,,,,,,,
"Paola Free Library","Audiobook (cassette)",,,,,,,,,,,,
"Paola Free Library","Audiobook (CD)",923,780,9,134,4,4,,,,,,
"Paola Free Library","Audiobook (downloadable)",,,,,,,,,,,,
"Paola Free Library","Audiobook (media player)",,,,,,,,,,,,
"Paola Free Library","Audiovisual equipment",,,,,,,,,,,,
"Paola Free Library",Bakeware,70,70,,,,,,,,,,
"Paola Free Library","Battle of the books",,,,,,,,,,,,
"Paola Free Library",Bicycle,,,,,,,,,,,,
"Paola Free Library",Bilingual,,,,,,,,,,,,
"Paola Free Library",Binder,,,,,,,,,,,,
"Paola Free Library",Biography,775,474,34,267,,,,,,,,
"Paola Free Library","Blu-ray player",,,,,,,,,,,,
"Paola Free Library","Board Book",265,,,265,,,,,,,,
"Paola Free Library","Chapter Books",,,,,,,,,,,,
"Paola Free Library",Classics,,,,,,,,,,,,
"Paola Free Library","Contemporary Issues",,,,,,,,,,,,
"Paola Free Library","Downloadable Book",,,,,,,,,,,,
"Paola Free Library","Downloadable Graphic Novel",,,,,,,,,,,,
"Paola Free Library","Downloadable Magazine",,,,,,,,,,,,
"Paola Free Library","Downloadable Movie",,,,,,,,,,,,
"Paola Free Library","Downloadable Music",,,,,,,,,,,,
"Paola Free Library","Downloadable TV Show",,,,,,,,,,,,
"Paola Free Library","Easy Reader",,,,,,,,,,,,
"Paola Free Library",Education,,,,,,,,,,,,
"Paola Free Library",Fiction,6745,3290,770,2685,9,5,,4,2,,,
"Paola Free Library",Gadget,39,39,,,1,1,,,,,,
"Paola Free Library",Genealogy,337,337,,,,,,,,,,
"Paola Free Library","Graphic Novel",889,,285,604,7,,1,6,,,,
"Paola Free Library","Historical ",,,,,,,,,,,,
"Paola Free Library",Holiday,3,3,,,,,,,,,,
