branchname,DATE,DAY,HOUR,CKO,RENEW,RETURNS,TOTAL_CKO_RENEW_RETURN,CKO_BORROWERS,RENEW_BORROWERS,CKO_AND_RENEW_BORROWERS
"Osawatomie Public Library",2023-09-28,Thursday,"17:00 - 17:59",7,0,0,7,1,0,1
"Osawatomie Public Library",2023-09-29,Friday,"8:00 - 8:59",0,0,2,2,0,0,
"Osawatomie Public Library",2023-09-29,Friday,"9:00 - 9:59",15,2,48,65,5,1,5
"Osawatomie Public Library",2023-09-29,Friday,"10:00 - 10:59",2,1,36,39,1,1,2
"Osawatomie Public Library",2023-09-29,Friday,"11:00 - 11:59",8,0,6,14,3,0,3
"Osawatomie Public Library",2023-09-29,Friday,"12:00 - 12:59",32,2,31,65,6,2,7
"Osawatomie Public Library",2023-09-29,Friday,"13:00 - 13:59",0,0,2,2,0,0,
"Osawatomie Public Library",2023-09-29,Friday,"14:00 - 14:59",4,0,1,5,3,0,3
"Osawatomie Public Library",2023-09-29,Friday,"15:00 - 15:59",3,2,7,12,2,1,3
"Osawatomie Public Library",2023-09-29,Friday,"16:00 - 16:59",13,0,7,20,6,0,6
"Osawatomie Public Library",2023-09-30,Saturday,"9:00 - 9:59",7,0,7,14,3,0,3
"Osawatomie Public Library",2023-09-30,Saturday,"10:00 - 10:59",4,0,17,21,1,0,1
"Osawatomie Public Library",2023-09-30,Saturday,"11:00 - 11:59",1,0,0,1,1,0,1
"Osawatomie Public Library",2023-09-30,Saturday,"12:00 - 12:59",1,0,0,1,1,0,1
"Osawatomie Public Library",2023-09-30,Saturday,"13:00 - 13:59",5,1,20,26,3,1,3
"Oskaloosa Public Library",2023-09-01,Friday,"9:00 - 9:59",1,0,5,6,1,0,1
"Oskaloosa Public Library",2023-09-01,Friday,"10:00 - 10:59",1,0,0,1,1,0,1
"Oskaloosa Public Library",2023-09-01,Friday,"11:00 - 11:59",14,0,19,33,3,0,3
"Oskaloosa Public Library",2023-09-01,Friday,"12:00 - 12:59",0,0,3,3,0,0,
"Oskaloosa Public Library",2023-09-01,Friday,"13:00 - 13:59",3,0,2,5,1,0,1
"Oskaloosa Public Library",2023-09-01,Friday,"14:00 - 14:59",3,0,2,5,3,0,3
"Oskaloosa Public Library",2023-09-01,Friday,"15:00 - 15:59",1,0,2,3,1,0,1
"Oskaloosa Public Library",2023-09-01,Friday,"16:00 - 16:59",0,0,2,2,0,0,
"Oskaloosa Public Library",2023-09-01,Friday,"17:00 - 17:59",3,0,17,20,1,0,1
"Oskaloosa Public Library",2023-09-01,Friday,"18:00 - 18:59",0,0,1,1,0,0,
"Oskaloosa Public Library",2023-09-01,Friday,"20:00 - 20:59",0,2,0,2,0,1,1
"Oskaloosa Public Library",2023-09-02,Saturday,"4:00 - 4:59",0,1,0,1,0,1,1
"Oskaloosa Public Library",2023-09-02,Saturday,"9:00 - 9:59",2,2,3,7,2,1,2
"Oskaloosa Public Library",2023-09-02,Saturday,"10:00 - 10:59",11,0,3,14,3,0,3
"Oskaloosa Public Library",2023-09-02,Saturday,"11:00 - 11:59",3,1,2,6,3,1,3
"Oskaloosa Public Library",2023-09-02,Saturday,"12:00 - 12:59",0,0,2,2,0,0,
"Oskaloosa Public Library",2023-09-03,Sunday,"6:00 - 6:59",0,1,0,1,0,1,1
"Oskaloosa Public Library",2023-09-03,Sunday,"14:00 - 14:59",1,0,0,1,1,0,1
"Oskaloosa Public Library",2023-09-03,Sunday,"18:00 - 18:59",0,2,0,2,0,1,1
"Oskaloosa Public Library",2023-09-04,Monday,"7:00 - 7:59",0,1,0,1,0,1,1
"Oskaloosa Public Library",2023-09-04,Monday,"18:00 - 18:59",0,4,6,10,0,2,2
"Oskaloosa Public Library",2023-09-04,Monday,"19:00 - 19:59",0,2,0,2,0,1,1
"Oskaloosa Public Library",2023-09-05,Tuesday,"7:00 - 7:59",0,3,0,3,0,1,1
"Oskaloosa Public Library",2023-09-05,Tuesday,"10:00 - 10:59",7,2,29,38,6,2,7
"Oskaloosa Public Library",2023-09-05,Tuesday,"11:00 - 11:59",0,4,1,5,0,1,1
"Oskaloosa Public Library",2023-09-05,Tuesday,"12:00 - 12:59",1,0,6,7,1,0,1
"Oskaloosa Public Library",2023-09-05,Tuesday,"13:00 - 13:59",2,0,3,5,2,0,2
"Oskaloosa Public Library",2023-09-05,Tuesday,"14:00 - 14:59",5,2,4,11,2,2,3
"Oskaloosa Public Library",2023-09-05,Tuesday,"15:00 - 15:59",6,0,10,16,2,0,2
"Oskaloosa Public Library",2023-09-05,Tuesday,"16:00 - 16:59",3,0,6,9,2,0,2
"Oskaloosa Public Library",2023-09-06,Wednesday,"10:00 - 10:59",4,1,9,14,3,1,4
"Oskaloosa Public Library",2023-09-06,Wednesday,"11:00 - 11:59",10,0,22,32,1,0,1
"Oskaloosa Public Library",2023-09-06,Wednesday,"12:00 - 12:59",0,0,1,1,0,0,
"Oskaloosa Public Library",2023-09-06,Wednesday,"13:00 - 13:59",1,0,2,3,1,0,1
"Oskaloosa Public Library",2023-09-06,Wednesday,"14:00 - 14:59",2,0,17,19,2,0,2
"Oskaloosa Public Library",2023-09-06,Wednesday,"15:00 - 15:59",1,0,10,11,1,0,1
"Oskaloosa Public Library",2023-09-06,Wednesday,"16:00 - 16:59",4,0,1,5,1,0,1
"Oskaloosa Public Library",2023-09-06,Wednesday,"17:00 - 17:59",0,0,5,5,0,0,
"Oskaloosa Public Library",2023-09-06,Wednesday,"18:00 - 18:59",0,0,9,9,0,0,
"Oskaloosa Public Library",2023-09-07,Thursday,"6:00 - 6:59",0,3,0,3,0,1,1
"Oskaloosa Public Library",2023-09-07,Thursday,"9:00 - 9:59",1,0,7,8,1,0,1
"Oskaloosa Public Library",2023-09-07,Thursday,"10:00 - 10:59",4,2,2,8,3,1,4
"Oskaloosa Public Library",2023-09-07,Thursday,"11:00 - 11:59",0,0,15,15,0,0,
"Oskaloosa Public Library",2023-09-07,Thursday,"12:00 - 12:59",0,1,4,5,0,1,1
"Oskaloosa Public Library",2023-09-07,Thursday,"13:00 - 13:59",0,6,1,7,0,1,1
"Oskaloosa Public Library",2023-09-07,Thursday,"14:00 - 14:59",0,1,0,1,0,1,1
"Oskaloosa Public Library",2023-09-07,Thursday,"15:00 - 15:59",3,3,3,9,1,1,1
"Oskaloosa Public Library",2023-09-07,Thursday,"16:00 - 16:59",0,0,1,1,0,0,
"Oskaloosa Public Library",2023-09-08,Friday,"9:00 - 9:59",2,1,11,14,1,1,1
"Oskaloosa Public Library",2023-09-08,Friday,"10:00 - 10:59",2,0,0,2,2,0,2
"Oskaloosa Public Library",2023-09-08,Friday,"11:00 - 11:59",9,0,2,11,1,0,1
"Oskaloosa Public Library",2023-09-08,Friday,"12:00 - 12:59",1,0,2,3,1,0,1
"Oskaloosa Public Library",2023-09-08,Friday,"13:00 - 13:59",5,0,4,9,2,0,2
"Oskaloosa Public Library",2023-09-08,Friday,"14:00 - 14:59",5,1,23,29,1,1,1
"Oskaloosa Public Library",2023-09-08,Friday,"15:00 - 15:59",1,0,19,20,1,0,1
"Oskaloosa Public Library",2023-09-08,Friday,"17:00 - 17:59",3,1,3,7,2,1,2
"Oskaloosa Public Library",2023-09-08,Friday,"19:00 - 19:59",0,1,0,1,0,1,1
"Oskaloosa Public Library",2023-09-09,Saturday,"9:00 - 9:59",1,2,0,3,1,1,1
"Oskaloosa Public Library",2023-09-09,Saturday,"10:00 - 10:59",4,0,0,4,3,0,3
"Oskaloosa Public Library",2023-09-09,Saturday,"11:00 - 11:59",2,0,2,4,2,0,2
"Oskaloosa Public Library",2023-09-09,Saturday,"12:00 - 12:59",0,0,4,4,0,0,
"Oskaloosa Public Library",2023-09-09,Saturday,"13:00 - 13:59",0,0,3,3,0,0,
"Oskaloosa Public Library",2023-09-10,Sunday,"14:00 - 14:59",3,0,0,3,1,0,1
"Oskaloosa Public Library",2023-09-11,Monday,"10:00 - 10:59",9,2,19,30,2,2,4
"Oskaloosa Public Library",2023-09-11,Monday,"11:00 - 11:59",0,0,8,8,0,0,
"Oskaloosa Public Library",2023-09-11,Monday,"12:00 - 12:59",12,0,1,13,5,0,5
"Oskaloosa Public Library",2023-09-11,Monday,"13:00 - 13:59",1,0,2,3,1,0,1
"Oskaloosa Public Library",2023-09-11,Monday,"14:00 - 14:59",6,1,1,8,3,1,3
"Oskaloosa Public Library",2023-09-11,Monday,"15:00 - 15:59",3,1,9,13,3,1,4
"Oskaloosa Public Library",2023-09-11,Monday,"16:00 - 16:59",6,1,3,10,5,1,5
"Oskaloosa Public Library",2023-09-11,Monday,"17:00 - 17:59",3,0,16,19,1,0,1
"Oskaloosa Public Library",2023-09-12,Tuesday,"10:00 - 10:59",0,3,2,5,0,2,2
"Oskaloosa Public Library",2023-09-12,Tuesday,"11:00 - 11:59",7,2,10,19,3,1,3
"Oskaloosa Public Library",2023-09-12,Tuesday,"12:00 - 12:59",2,0,0,2,2,0,2
"Oskaloosa Public Library",2023-09-12,Tuesday,"13:00 - 13:59",4,0,1,5,2,0,2
"Oskaloosa Public Library",2023-09-12,Tuesday,"14:00 - 14:59",1,0,5,6,1,0,1
"Oskaloosa Public Library",2023-09-12,Tuesday,"15:00 - 15:59",3,7,6,16,2,2,3
"Oskaloosa Public Library",2023-09-12,Tuesday,"16:00 - 16:59",5,0,1,6,3,0,3
"Oskaloosa Public Library",2023-09-12,Tuesday,"17:00 - 17:59",0,0,3,3,0,0,
"Oskaloosa Public Library",2023-09-13,Wednesday,"7:00 - 7:59",0,3,0,3,0,1,1
"Oskaloosa Public Library",2023-09-13,Wednesday,"10:00 - 10:59",2,0,9,11,2,0,2
"Oskaloosa Public Library",2023-09-13,Wednesday,"11:00 - 11:59",0,0,3,3,0,0,
"Oskaloosa Public Library",2023-09-13,Wednesday,"12:00 - 12:59",0,0,1,1,0,0,
"Oskaloosa Public Library",2023-09-13,Wednesday,"13:00 - 13:59",0,1,0,1,0,1,1
"Oskaloosa Public Library",2023-09-13,Wednesday,"14:00 - 14:59",2,2,2,6,2,1,3
"Oskaloosa Public Library",2023-09-13,Wednesday,"15:00 - 15:59",3,0,26,29,2,0,2
"Oskaloosa Public Library",2023-09-13,Wednesday,"16:00 - 16:59",2,0,0,2,1,0,1
"Oskaloosa Public Library",2023-09-13,Wednesday,"17:00 - 17:59",5,0,0,5,1,0,1
"Oskaloosa Public Library",2023-09-14,Thursday,"9:00 - 9:59",2,0,7,9,1,0,1
"Oskaloosa Public Library",2023-09-14,Thursday,"10:00 - 10:59",5,1,2,8,2,1,2
"Oskaloosa Public Library",2023-09-14,Thursday,"11:00 - 11:59",0,0,1,1,0,0,
"Oskaloosa Public Library",2023-09-14,Thursday,"12:00 - 12:59",3,0,3,6,3,0,3
"Oskaloosa Public Library",2023-09-14,Thursday,"13:00 - 13:59",2,0,2,4,1,0,1
"Oskaloosa Public Library",2023-09-14,Thursday,"14:00 - 14:59",3,0,0,3,1,0,1
"Oskaloosa Public Library",2023-09-14,Thursday,"16:00 - 16:59",6,0,1,7,2,0,2
"Oskaloosa Public Library",2023-09-15,Friday,"9:00 - 9:59",1,0,2,3,1,0,1
"Oskaloosa Public Library",2023-09-15,Friday,"10:00 - 10:59",2,0,3,5,2,0,2
"Oskaloosa Public Library",2023-09-15,Friday,"11:00 - 11:59",1,0,5,6,1,0,1
"Oskaloosa Public Library",2023-09-15,Friday,"12:00 - 12:59",2,0,1,3,2,0,2
"Oskaloosa Public Library",2023-09-15,Friday,"13:00 - 13:59",0,0,3,3,0,0,
"Oskaloosa Public Library",2023-09-15,Friday,"14:00 - 14:59",3,0,14,17,2,0,2
"Oskaloosa Public Library",2023-09-15,Friday,"15:00 - 15:59",4,0,12,16,2,0,2
"Oskaloosa Public Library",2023-09-15,Friday,"16:00 - 16:59",1,0,2,3,1,0,1
"Oskaloosa Public Library",2023-09-15,Friday,"17:00 - 17:59",0,0,3,3,0,0,
"Oskaloosa Public Library",2023-09-16,Saturday,"8:00 - 8:59",2,0,1,3,2,0,2
"Oskaloosa Public Library",2023-09-16,Saturday,"9:00 - 9:59",0,0,2,2,0,0,
"Oskaloosa Public Library",2023-09-16,Saturday,"11:00 - 11:59",0,0,1,1,0,0,
"Oskaloosa Public Library",2023-09-16,Saturday,"12:00 - 12:59",0,0,4,4,0,0,
"Oskaloosa Public Library",2023-09-17,Sunday,"4:00 - 4:59",0,1,0,1,0,1,1
"Oskaloosa Public Library",2023-09-18,Monday,"9:00 - 9:59",0,0,4,4,0,0,
"Oskaloosa Public Library",2023-09-18,Monday,"10:00 - 10:59",2,0,3,5,1,0,1
"Oskaloosa Public Library",2023-09-18,Monday,"11:00 - 11:59",2,1,4,7,2,1,3
"Oskaloosa Public Library",2023-09-18,Monday,"12:00 - 12:59",0,1,5,6,0,1,1
"Oskaloosa Public Library",2023-09-18,Monday,"13:00 - 13:59",1,0,1,2,1,0,1
"Oskaloosa Public Library",2023-09-18,Monday,"14:00 - 14:59",2,0,0,2,2,0,2
"Oskaloosa Public Library",2023-09-18,Monday,"15:00 - 15:59",7,1,10,18,5,1,6
"Oskaloosa Public Library",2023-09-18,Monday,"16:00 - 16:59",2,0,4,6,2,0,2
"Oskaloosa Public Library",2023-09-18,Monday,"17:00 - 17:59",1,0,6,7,1,0,1
"Oskaloosa Public Library",2023-09-19,Tuesday,"10:00 - 10:59",2,2,3,7,1,1,1
"Oskaloosa Public Library",2023-09-19,Tuesday,"11:00 - 11:59",2,0,0,2,1,0,1
"Oskaloosa Public Library",2023-09-19,Tuesday,"12:00 - 12:59",3,0,6,9,3,0,3
"Oskaloosa Public Library",2023-09-19,Tuesday,"13:00 - 13:59",2,1,6,9,1,1,1
"Oskaloosa Public Library",2023-09-19,Tuesday,"14:00 - 14:59",1,0,3,4,1,0,1
"Oskaloosa Public Library",2023-09-19,Tuesday,"15:00 - 15:59",0,1,2,3,0,1,1
"Oskaloosa Public Library",2023-09-19,Tuesday,"16:00 - 16:59",2,0,4,6,1,0,1
"Oskaloosa Public Library",2023-09-19,Tuesday,"17:00 - 17:59",2,1,1,4,1,1,1
"Oskaloosa Public Library",2023-09-19,Tuesday,"18:00 - 18:59",0,2,0,2,0,1,1
"Oskaloosa Public Library",2023-09-20,Wednesday,"9:00 - 9:59",0,3,11,14,0,1,1
"Oskaloosa Public Library",2023-09-20,Wednesday,"10:00 - 10:59",1,0,5,6,1,0,1
"Oskaloosa Public Library",2023-09-20,Wednesday,"11:00 - 11:59",11,0,12,23,3,0,3
"Oskaloosa Public Library",2023-09-20,Wednesday,"13:00 - 13:59",5,0,10,15,2,0,2
"Oskaloosa Public Library",2023-09-20,Wednesday,"14:00 - 14:59",3,1,16,20,2,1,3
"Oskaloosa Public Library",2023-09-20,Wednesday,"15:00 - 15:59",1,0,20,21,1,0,1
"Oskaloosa Public Library",2023-09-20,Wednesday,"16:00 - 16:59",2,1,0,3,1,1,2
"Oskaloosa Public Library",2023-09-20,Wednesday,"17:00 - 17:59",0,0,1,1,0,0,
"Oskaloosa Public Library",2023-09-21,Thursday,"10:00 - 10:59",9,1,8,18,4,1,5
"Oskaloosa Public Library",2023-09-21,Thursday,"11:00 - 11:59",3,0,3,6,1,0,1
"Oskaloosa Public Library",2023-09-21,Thursday,"12:00 - 12:59",3,0,11,14,1,0,1
"Oskaloosa Public Library",2023-09-21,Thursday,"13:00 - 13:59",3,0,0,3,2,0,2
"Oskaloosa Public Library",2023-09-21,Thursday,"14:00 - 14:59",5,0,7,12,3,0,3
"Oskaloosa Public Library",2023-09-21,Thursday,"15:00 - 15:59",0,0,2,2,0,0,
"Oskaloosa Public Library",2023-09-21,Thursday,"16:00 - 16:59",0,0,5,5,0,0,
"Oskaloosa Public Library",2023-09-21,Thursday,"17:00 - 17:59",0,0,2,2,0,0,
"Oskaloosa Public Library",2023-09-22,Friday,"9:00 - 9:59",4,0,0,4,1,0,1
"Oskaloosa Public Library",2023-09-22,Friday,"10:00 - 10:59",0,0,2,2,0,0,
"Oskaloosa Public Library",2023-09-22,Friday,"11:00 - 11:59",1,0,2,3,1,0,1
"Oskaloosa Public Library",2023-09-22,Friday,"12:00 - 12:59",0,0,1,1,0,0,
"Oskaloosa Public Library",2023-09-22,Friday,"13:00 - 13:59",2,0,0,2,2,0,2
"Oskaloosa Public Library",2023-09-22,Friday,"14:00 - 14:59",3,0,26,29,1,0,1
"Oskaloosa Public Library",2023-09-22,Friday,"15:00 - 15:59",4,0,9,13,1,0,1
"Oskaloosa Public Library",2023-09-22,Friday,"16:00 - 16:59",2,0,0,2,2,0,2
"Oskaloosa Public Library",2023-09-22,Friday,"17:00 - 17:59",0,0,1,1,0,0,
"Oskaloosa Public Library",2023-09-23,Saturday,"9:00 - 9:59",3,0,5,8,2,0,2
"Oskaloosa Public Library",2023-09-23,Saturday,"10:00 - 10:59",9,1,5,15,5,1,5
"Oskaloosa Public Library",2023-09-23,Saturday,"11:00 - 11:59",9,0,5,14,3,0,3
"Oskaloosa Public Library",2023-09-23,Saturday,"12:00 - 12:59",1,0,6,7,1,0,1
"Oskaloosa Public Library",2023-09-25,Monday,"9:00 - 9:59",0,9,0,9,0,1,1
"Oskaloosa Public Library",2023-09-25,Monday,"10:00 - 10:59",3,0,16,19,3,0,3
"Oskaloosa Public Library",2023-09-25,Monday,"11:00 - 11:59",0,0,8,8,0,0,
"Oskaloosa Public Library",2023-09-25,Monday,"12:00 - 12:59",2,2,3,7,2,2,3
"Oskaloosa Public Library",2023-09-25,Monday,"13:00 - 13:59",4,1,1,6,3,1,3
"Oskaloosa Public Library",2023-09-25,Monday,"14:00 - 14:59",2,1,11,14,2,1,2
"Oskaloosa Public Library",2023-09-25,Monday,"15:00 - 15:59",1,0,2,3,1,0,1
"Oskaloosa Public Library",2023-09-25,Monday,"16:00 - 16:59",1,0,0,1,1,0,1
"Oskaloosa Public Library",2023-09-25,Monday,"17:00 - 17:59",0,0,1,1,0,0,
"Oskaloosa Public Library",2023-09-25,Monday,"19:00 - 19:59",0,0,7,7,0,0,
"Oskaloosa Public Library",2023-09-26,Tuesday,"9:00 - 9:59",0,0,2,2,0,0,
"Oskaloosa Public Library",2023-09-26,Tuesday,"10:00 - 10:59",3,0,10,13,2,0,2
"Oskaloosa Public Library",2023-09-26,Tuesday,"11:00 - 11:59",2,0,2,4,1,0,1
"Oskaloosa Public Library",2023-09-26,Tuesday,"12:00 - 12:59",2,0,3,5,1,0,1
"Oskaloosa Public Library",2023-09-26,Tuesday,"13:00 - 13:59",8,0,11,19,3,0,3
"Oskaloosa Public Library",2023-09-26,Tuesday,"14:00 - 14:59",0,0,2,2,0,0,
"Oskaloosa Public Library",2023-09-26,Tuesday,"15:00 - 15:59",4,1,7,12,2,1,3
"Oskaloosa Public Library",2023-09-26,Tuesday,"16:00 - 16:59",5,0,4,9,3,0,3
"Oskaloosa Public Library",2023-09-26,Tuesday,"17:00 - 17:59",1,0,0,1,1,0,1
"Oskaloosa Public Library",2023-09-27,Wednesday,"10:00 - 10:59",5,2,10,17,2,1,3
"Oskaloosa Public Library",2023-09-27,Wednesday,"11:00 - 11:59",0,0,7,7,0,0,
"Oskaloosa Public Library",2023-09-27,Wednesday,"12:00 - 12:59",10,1,1,12,3,1,3
"Oskaloosa Public Library",2023-09-27,Wednesday,"13:00 - 13:59",7,0,2,9,1,0,1
"Oskaloosa Public Library",2023-09-27,Wednesday,"14:00 - 14:59",6,0,4,10,2,0,2
"Oskaloosa Public Library",2023-09-27,Wednesday,"15:00 - 15:59",3,0,2,5,2,0,2
"Oskaloosa Public Library",2023-09-27,Wednesday,"16:00 - 16:59",1,0,1,2,1,0,1
"Oskaloosa Public Library",2023-09-27,Wednesday,"17:00 - 17:59",0,0,3,3,0,0,
"Oskaloosa Public Library",2023-09-28,Thursday,"9:00 - 9:59",2,0,19,21,2,0,2
"Oskaloosa Public Library",2023-09-28,Thursday,"10:00 - 10:59",3,0,22,25,2,0,2
"Oskaloosa Public Library",2023-09-28,Thursday,"11:00 - 11:59",4,0,1,5,1,0,1
"Oskaloosa Public Library",2023-09-28,Thursday,"12:00 - 12:59",9,0,5,14,5,0,5
"Oskaloosa Public Library",2023-09-28,Thursday,"13:00 - 13:59",0,0,1,1,0,0,
"Oskaloosa Public Library",2023-09-28,Thursday,"14:00 - 14:59",12,1,9,22,5,1,6
"Oskaloosa Public Library",2023-09-28,Thursday,"15:00 - 15:59",1,3,0,4,1,1,2
"Oskaloosa Public Library",2023-09-28,Thursday,"17:00 - 17:59",2,0,5,7,1,0,1
"Oskaloosa Public Library",2023-09-28,Thursday,"18:00 - 18:59",0,0,1,1,0,0,
"Oskaloosa Public Library",2023-09-29,Friday,"9:00 - 9:59",0,0,1,1,0,0,
"Oskaloosa Public Library",2023-09-29,Friday,"10:00 - 10:59",5,0,4,9,3,0,3
"Oskaloosa Public Library",2023-09-29,Friday,"12:00 - 12:59",0,2,0,2,0,1,1
"Oskaloosa Public Library",2023-09-29,Friday,"13:00 - 13:59",1,0,16,17,1,0,1
"Oskaloosa Public Library",2023-09-29,Friday,"14:00 - 14:59",8,0,32,40,4,0,4
"Oskaloosa Public Library",2023-09-29,Friday,"15:00 - 15:59",1,0,2,3,1,0,1
"Oskaloosa Public Library",2023-09-29,Friday,"16:00 - 16:59",0,0,2,2,0,0,
"Oskaloosa Public Library",2023-09-30,Saturday,"8:00 - 8:59",1,1,2,4,1,1,2
"Oskaloosa Public Library",2023-09-30,Saturday,"9:00 - 9:59",0,0,3,3,0,0,
"Oskaloosa Public Library",2023-09-30,Saturday,"10:00 - 10:59",2,0,4,6,2,0,2
"Oskaloosa Public Library",2023-09-30,Saturday,"11:00 - 11:59",4,0,7,11,2,0,2
"Oskaloosa Public Library",2023-09-30,Saturday,"12:00 - 12:59",5,0,0,5,2,0,2
"Ottawa Library",2023-09-01,Friday,"7:00 - 7:59",0,0,11,11,0,0,
"Ottawa Library",2023-09-01,Friday,"8:00 - 8:59",0,0,46,46,0,0,
"Ottawa Library",2023-09-01,Friday,"9:00 - 9:59",30,2,44,76,5,2,7
"Ottawa Library",2023-09-01,Friday,"10:00 - 10:59",30,1,184,215,5,1,5
"Ottawa Library",2023-09-01,Friday,"11:00 - 11:59",55,4,26,85,12,2,14
"Ottawa Library",2023-09-01,Friday,"12:00 - 12:59",57,0,41,98,6,0,6
"Ottawa Library",2023-09-01,Friday,"13:00 - 13:59",20,0,10,30,6,0,6
"Ottawa Library",2023-09-01,Friday,"14:00 - 14:59",14,0,29,43,6,0,6
"Ottawa Library",2023-09-01,Friday,"15:00 - 15:59",64,28,101,193,12,4,12
"Ottawa Library",2023-09-01,Friday,"16:00 - 16:59",59,0,85,144,11,0,11
"Ottawa Library",2023-09-01,Friday,"20:00 - 20:59",0,5,0,5,0,1,1
"Ottawa Library",2023-09-02,Saturday,"8:00 - 8:59",4,0,76,80,2,0,2
"Ottawa Library",2023-09-02,Saturday,"9:00 - 9:59",20,0,14,34,5,0,5
"Ottawa Library",2023-09-02,Saturday,"10:00 - 10:59",40,0,29,69,6,0,6
"Ottawa Library",2023-09-02,Saturday,"11:00 - 11:59",9,2,46,57,4,2,6
"Ottawa Library",2023-09-02,Saturday,"12:00 - 12:59",35,13,6,54,8,2,9
"Ottawa Library",2023-09-04,Monday,"10:00 - 10:59",0,1,0,1,0,1,1
"Ottawa Library",2023-09-04,Monday,"11:00 - 11:59",0,8,0,8,0,2,2
"Ottawa Library",2023-09-04,Monday,"14:00 - 14:59",0,3,0,3,0,1,1
"Ottawa Library",2023-09-04,Monday,"20:00 - 20:59",0,1,0,1,0,1,1
"Ottawa Library",2023-09-04,Monday,"23:00 - 23:59",0,3,0,3,0,1,1
"Ottawa Library",2023-09-05,Tuesday,"5:00 - 5:59",0,1,0,1,0,1,1
"Ottawa Library",2023-09-05,Tuesday,"7:00 - 7:59",0,0,4,4,0,0,
"Ottawa Library",2023-09-05,Tuesday,"8:00 - 8:59",1,10,186,197,1,3,4
"Ottawa Library",2023-09-05,Tuesday,"9:00 - 9:59",25,1,143,169,10,1,11
"Ottawa Library",2023-09-05,Tuesday,"10:00 - 10:59",11,3,32,46,4,2,6
"Ottawa Library",2023-09-05,Tuesday,"11:00 - 11:59",13,14,67,94,7,4,11
"Ottawa Library",2023-09-05,Tuesday,"12:00 - 12:59",29,4,12,45,11,3,12
"Ottawa Library",2023-09-05,Tuesday,"13:00 - 13:59",10,2,9,21,5,1,5
"Ottawa Library",2023-09-05,Tuesday,"14:00 - 14:59",45,0,71,116,9,0,9
"Ottawa Library",2023-09-05,Tuesday,"15:00 - 15:59",45,8,57,110,7,4,9
"Ottawa Library",2023-09-05,Tuesday,"16:00 - 16:59",85,1,50,136,19,1,20
"Ottawa Library",2023-09-05,Tuesday,"17:00 - 17:59",55,11,33,99,11,3,14
"Ottawa Library",2023-09-05,Tuesday,"18:00 - 18:59",22,0,40,62,6,0,6
"Ottawa Library",2023-09-05,Tuesday,"19:00 - 19:59",25,0,65,90,5,0,5
"Ottawa Library",2023-09-05,Tuesday,"23:00 - 23:59",0,3,0,3,0,1,1
"Ottawa Library",2023-09-06,Wednesday,"7:00 - 7:59",4,0,0,4,3,0,3
"Ottawa Library",2023-09-06,Wednesday,"8:00 - 8:59",6,1,27,34,2,1,3
"Ottawa Library",2023-09-06,Wednesday,"9:00 - 9:59",56,9,113,178,10,3,12
"Ottawa Library",2023-09-06,Wednesday,"10:00 - 10:59",18,3,106,127,6,2,7
"Ottawa Library",2023-09-06,Wednesday,"11:00 - 11:59",18,13,2,33,7,3,9
"Ottawa Library",2023-09-06,Wednesday,"12:00 - 12:59",27,3,34,64,10,3,12
"Ottawa Library",2023-09-06,Wednesday,"13:00 - 13:59",10,2,11,23,4,2,5
"Ottawa Library",2023-09-06,Wednesday,"14:00 - 14:59",29,2,49,80,7,2,8
"Ottawa Library",2023-09-06,Wednesday,"15:00 - 15:59",30,1,12,43,8,1,9
"Ottawa Library",2023-09-06,Wednesday,"16:00 - 16:59",9,1,8,18,5,1,5
"Ottawa Library",2023-09-06,Wednesday,"17:00 - 17:59",8,0,0,8,3,0,3
"Ottawa Library",2023-09-06,Wednesday,"18:00 - 18:59",8,3,8,19,3,2,5
"Ottawa Library",2023-09-06,Wednesday,"19:00 - 19:59",24,0,23,47,4,0,4
"Ottawa Library",2023-09-06,Wednesday,"22:00 - 22:59",0,12,0,12,0,1,1
"Ottawa Library",2023-09-07,Thursday,"7:00 - 7:59",0,2,0,2,0,1,1
"Ottawa Library",2023-09-07,Thursday,"8:00 - 8:59",3,0,84,87,2,0,2
"Ottawa Library",2023-09-07,Thursday,"9:00 - 9:59",30,0,67,97,7,0,7
"Ottawa Library",2023-09-07,Thursday,"10:00 - 10:59",30,10,75,115,7,1,7
"Ottawa Library",2023-09-07,Thursday,"11:00 - 11:59",17,0,5,22,7,0,7
"Ottawa Library",2023-09-07,Thursday,"12:00 - 12:59",13,0,1,14,4,0,4
"Ottawa Library",2023-09-07,Thursday,"13:00 - 13:59",12,1,20,33,3,1,3
"Ottawa Library",2023-09-07,Thursday,"14:00 - 14:59",19,0,47,66,2,0,2
"Ottawa Library",2023-09-07,Thursday,"15:00 - 15:59",17,2,8,27,7,2,9
"Ottawa Library",2023-09-07,Thursday,"16:00 - 16:59",21,1,22,44,10,1,11
"Ottawa Library",2023-09-07,Thursday,"17:00 - 17:59",51,1,18,70,18,1,18
"Ottawa Library",2023-09-07,Thursday,"18:00 - 18:59",9,31,24,64,2,2,4
"Ottawa Library",2023-09-07,Thursday,"19:00 - 19:59",10,0,16,26,4,0,4
"Ottawa Library",2023-09-08,Friday,"0:00 - 0:59",0,7,0,7,0,1,1
"Ottawa Library",2023-09-08,Friday,"1:00 - 1:59",0,4,0,4,0,1,1
