branchname,DATE,DAY,HOUR,CKO,RENEW,RETURNS,TOTAL_CKO_RENEW_RETURN,CKO_BORROWERS,RENEW_BORROWERS,CKO_AND_RENEW_BORROWERS
"Paola Free Library",2023-04-27,Thursday,"18:00 - 18:59",4,0,4,8,2,0,2
"Paola Free Library",2023-04-27,Thursday,"19:00 - 19:59",2,0,5,7,1,0,1
"Paola Free Library",2023-04-28,Friday,"6:00 - 6:59",0,1,0,1,0,1,1
"Paola Free Library",2023-04-28,Friday,"9:00 - 9:59",4,0,7,11,3,0,3
"Paola Free Library",2023-04-28,Friday,"10:00 - 10:59",11,0,54,65,5,0,5
"Paola Free Library",2023-04-28,Friday,"11:00 - 11:59",21,1,8,30,10,1,11
"Paola Free Library",2023-04-28,Friday,"12:00 - 12:59",7,0,14,21,4,0,4
"Paola Free Library",2023-04-28,Friday,"13:00 - 13:59",16,0,11,27,5,0,5
"Paola Free Library",2023-04-28,Friday,"14:00 - 14:59",24,0,9,33,9,0,9
"Paola Free Library",2023-04-28,Friday,"15:00 - 15:59",9,1,19,29,8,1,8
"Paola Free Library",2023-04-28,Friday,"16:00 - 16:59",15,12,19,46,7,3,10
"Paola Free Library",2023-04-28,Friday,"17:00 - 17:59",0,0,1,1,0,0,
"Paola Free Library",2023-04-29,Saturday,"7:00 - 7:59",0,1,0,1,0,1,1
"Paola Free Library",2023-04-29,Saturday,"8:00 - 8:59",0,1,0,1,0,1,1
"Paola Free Library",2023-04-29,Saturday,"9:00 - 9:59",0,1,4,5,0,1,1
"Paola Free Library",2023-04-29,Saturday,"10:00 - 10:59",10,9,5,24,7,4,11
"Paola Free Library",2023-04-29,Saturday,"11:00 - 11:59",44,0,4,48,7,0,7
"Paola Free Library",2023-04-29,Saturday,"12:00 - 12:59",6,0,9,15,2,0,2
"Paola Free Library",2023-04-29,Saturday,"13:00 - 13:59",1,6,3,10,1,4,4
"Paola Free Library",2023-04-29,Saturday,"14:00 - 14:59",0,0,11,11,0,0,
"Paola Free Library",2023-04-29,Saturday,"15:00 - 15:59",12,1,5,18,5,1,5
"Paola Free Library",2023-04-29,Saturday,"19:00 - 19:59",0,2,0,2,0,1,1
"Paola Free Library",2023-04-30,Sunday,"7:00 - 7:59",0,3,0,3,0,1,1
"Paola Free Library",2023-04-30,Sunday,"14:00 - 14:59",0,1,0,1,0,1,1
"Perry-Lecompton Community Library",2023-04-01,Saturday,"9:00 - 9:59",0,0,3,3,0,0,
"Perry-Lecompton Community Library",2023-04-01,Saturday,"10:00 - 10:59",3,0,1,4,1,0,1
"Perry-Lecompton Community Library",2023-04-01,Saturday,"11:00 - 11:59",4,0,2,6,2,0,2
"Perry-Lecompton Community Library",2023-04-04,Tuesday,"9:00 - 9:59",2,0,12,14,1,0,1
"Perry-Lecompton Community Library",2023-04-04,Tuesday,"12:00 - 12:59",0,0,1,1,0,0,
"Perry-Lecompton Community Library",2023-04-04,Tuesday,"15:00 - 15:59",0,0,16,16,0,0,
"Perry-Lecompton Community Library",2023-04-04,Tuesday,"16:00 - 16:59",3,0,2,5,1,0,1
"Perry-Lecompton Community Library",2023-04-04,Tuesday,"18:00 - 18:59",0,0,1,1,0,0,
"Perry-Lecompton Community Library",2023-04-06,Thursday,"9:00 - 9:59",0,0,12,12,0,0,
"Perry-Lecompton Community Library",2023-04-06,Thursday,"10:00 - 10:59",0,0,1,1,0,0,
"Perry-Lecompton Community Library",2023-04-06,Thursday,"11:00 - 11:59",1,0,4,5,1,0,1
"Perry-Lecompton Community Library",2023-04-06,Thursday,"15:00 - 15:59",0,0,8,8,0,0,
"Perry-Lecompton Community Library",2023-04-06,Thursday,"17:00 - 17:59",1,0,1,2,1,0,1
"Perry-Lecompton Community Library",2023-04-06,Thursday,"22:00 - 22:59",0,11,0,11,0,1,1
"Perry-Lecompton Community Library",2023-04-07,Friday,"20:00 - 20:59",0,1,0,1,0,1,1
"Perry-Lecompton Community Library",2023-04-11,Tuesday,"9:00 - 9:59",20,0,31,51,1,0,1
"Perry-Lecompton Community Library",2023-04-11,Tuesday,"10:00 - 10:59",11,0,6,17,3,0,3
"Perry-Lecompton Community Library",2023-04-11,Tuesday,"11:00 - 11:59",0,0,1,1,0,0,
"Perry-Lecompton Community Library",2023-04-11,Tuesday,"12:00 - 12:59",4,0,0,4,1,0,1
"Perry-Lecompton Community Library",2023-04-11,Tuesday,"15:00 - 15:59",0,0,17,17,0,0,
"Perry-Lecompton Community Library",2023-04-11,Tuesday,"16:00 - 16:59",0,0,1,1,0,0,
"Perry-Lecompton Community Library",2023-04-11,Tuesday,"17:00 - 17:59",0,0,1,1,0,0,
"Perry-Lecompton Community Library",2023-04-11,Tuesday,"18:00 - 18:59",0,0,2,2,0,0,
"Perry-Lecompton Community Library",2023-04-13,Thursday,"9:00 - 9:59",3,0,12,15,2,0,2
"Perry-Lecompton Community Library",2023-04-13,Thursday,"10:00 - 10:59",1,1,2,4,1,1,1
"Perry-Lecompton Community Library",2023-04-13,Thursday,"11:00 - 11:59",0,0,2,2,0,0,
"Perry-Lecompton Community Library",2023-04-13,Thursday,"12:00 - 12:59",0,0,2,2,0,0,
"Perry-Lecompton Community Library",2023-04-13,Thursday,"15:00 - 15:59",0,0,12,12,0,0,
"Perry-Lecompton Community Library",2023-04-13,Thursday,"16:00 - 16:59",0,0,3,3,0,0,
"Perry-Lecompton Community Library",2023-04-13,Thursday,"17:00 - 17:59",1,2,4,7,1,1,2
"Perry-Lecompton Community Library",2023-04-15,Saturday,"9:00 - 9:59",4,0,4,8,1,0,1
"Perry-Lecompton Community Library",2023-04-15,Saturday,"10:00 - 10:59",3,0,2,5,1,0,1
"Perry-Lecompton Community Library",2023-04-15,Saturday,"12:00 - 12:59",0,0,4,4,0,0,
"Perry-Lecompton Community Library",2023-04-18,Tuesday,"9:00 - 9:59",0,0,5,5,0,0,
"Perry-Lecompton Community Library",2023-04-18,Tuesday,"10:00 - 10:59",0,0,2,2,0,0,
"Perry-Lecompton Community Library",2023-04-18,Tuesday,"11:00 - 11:59",0,0,1,1,0,0,
"Perry-Lecompton Community Library",2023-04-18,Tuesday,"14:00 - 14:59",0,0,1,1,0,0,
"Perry-Lecompton Community Library",2023-04-18,Tuesday,"15:00 - 15:59",0,0,19,19,0,0,
"Perry-Lecompton Community Library",2023-04-18,Tuesday,"17:00 - 17:59",1,1,1,3,1,1,2
"Perry-Lecompton Community Library",2023-04-20,Thursday,"9:00 - 9:59",0,0,8,8,0,0,
"Perry-Lecompton Community Library",2023-04-20,Thursday,"10:00 - 10:59",2,0,0,2,1,0,1
"Perry-Lecompton Community Library",2023-04-20,Thursday,"11:00 - 11:59",0,0,1,1,0,0,
"Perry-Lecompton Community Library",2023-04-20,Thursday,"15:00 - 15:59",4,0,13,17,1,0,1
"Perry-Lecompton Community Library",2023-04-20,Thursday,"17:00 - 17:59",0,0,4,4,0,0,
"Perry-Lecompton Community Library",2023-04-20,Thursday,"18:00 - 18:59",1,0,1,2,1,0,1
"Perry-Lecompton Community Library",2023-04-22,Saturday,"9:00 - 9:59",0,0,3,3,0,0,
"Perry-Lecompton Community Library",2023-04-22,Saturday,"11:00 - 11:59",2,0,2,4,1,0,1
"Perry-Lecompton Community Library",2023-04-22,Saturday,"12:00 - 12:59",0,0,3,3,0,0,
"Perry-Lecompton Community Library",2023-04-25,Tuesday,"9:00 - 9:59",0,0,8,8,0,0,
"Perry-Lecompton Community Library",2023-04-25,Tuesday,"11:00 - 11:59",0,0,5,5,0,0,
"Perry-Lecompton Community Library",2023-04-25,Tuesday,"14:00 - 14:59",0,0,3,3,0,0,
"Perry-Lecompton Community Library",2023-04-25,Tuesday,"15:00 - 15:59",0,0,19,19,0,0,
"Perry-Lecompton Community Library",2023-04-25,Tuesday,"16:00 - 16:59",2,0,0,2,2,0,2
"Perry-Lecompton Community Library",2023-04-25,Tuesday,"17:00 - 17:59",3,0,3,6,2,0,2
"Perry-Lecompton Community Library",2023-04-27,Thursday,"1:00 - 1:59",0,1,0,1,0,1,1
"Perry-Lecompton Community Library",2023-04-27,Thursday,"8:00 - 8:59",1,0,1,2,1,0,1
"Perry-Lecompton Community Library",2023-04-27,Thursday,"9:00 - 9:59",0,0,4,4,0,0,
"Perry-Lecompton Community Library",2023-04-27,Thursday,"10:00 - 10:59",0,0,11,11,0,0,
"Perry-Lecompton Community Library",2023-04-27,Thursday,"11:00 - 11:59",0,0,7,7,0,0,
"Perry-Lecompton Community Library",2023-04-27,Thursday,"14:00 - 14:59",0,0,1,1,0,0,
"Perry-Lecompton Community Library",2023-04-27,Thursday,"15:00 - 15:59",0,0,10,10,0,0,
"Perry-Lecompton Community Library",2023-04-27,Thursday,"16:00 - 16:59",0,0,6,6,0,0,
"Perry-Lecompton Community Library",2023-04-29,Saturday,"9:00 - 9:59",0,0,4,4,0,0,
"Perry-Lecompton Community Library",2023-04-29,Saturday,"10:00 - 10:59",2,0,0,2,1,0,1
"Pomona Community Library",2023-04-04,Tuesday,"9:00 - 9:59",0,0,37,37,0,0,
"Pomona Community Library",2023-04-04,Tuesday,"12:00 - 12:59",4,0,40,44,2,0,2
"Pomona Community Library",2023-04-04,Tuesday,"13:00 - 13:59",1,0,2,3,1,0,1
"Pomona Community Library",2023-04-04,Tuesday,"15:00 - 15:59",1,0,0,1,1,0,1
"Pomona Community Library",2023-04-05,Wednesday,"9:00 - 9:59",1,0,0,1,1,0,1
"Pomona Community Library",2023-04-05,Wednesday,"11:00 - 11:59",0,9,0,9,0,1,1
"Pomona Community Library",2023-04-05,Wednesday,"13:00 - 13:59",1,0,0,1,1,0,1
"Pomona Community Library",2023-04-05,Wednesday,"15:00 - 15:59",3,0,0,3,2,0,2
"Pomona Community Library",2023-04-05,Wednesday,"16:00 - 16:59",2,0,0,2,1,0,1
"Pomona Community Library",2023-04-05,Wednesday,"19:00 - 19:59",0,0,14,14,0,0,
"Pomona Community Library",2023-04-06,Thursday,"16:00 - 16:59",8,0,0,8,1,0,1
"Pomona Community Library",2023-04-07,Friday,"10:00 - 10:59",4,0,11,15,1,0,1
"Pomona Community Library",2023-04-07,Friday,"12:00 - 12:59",0,0,14,14,0,0,
"Pomona Community Library",2023-04-07,Friday,"13:00 - 13:59",0,0,28,28,0,0,
"Pomona Community Library",2023-04-07,Friday,"14:00 - 14:59",2,0,7,9,1,0,1
"Pomona Community Library",2023-04-08,Saturday,"13:00 - 13:59",0,0,2,2,0,0,
"Pomona Community Library",2023-04-08,Saturday,"15:00 - 15:59",1,0,1,2,1,0,1
"Pomona Community Library",2023-04-11,Tuesday,"7:00 - 7:59",0,4,0,4,0,1,1
"Pomona Community Library",2023-04-11,Tuesday,"16:00 - 16:59",15,0,0,15,1,0,1
"Pomona Community Library",2023-04-12,Wednesday,"8:00 - 8:59",0,0,27,27,0,0,
"Pomona Community Library",2023-04-12,Wednesday,"9:00 - 9:59",6,0,11,17,1,0,1
"Pomona Community Library",2023-04-12,Wednesday,"16:00 - 16:59",5,0,0,5,2,0,2
"Pomona Community Library",2023-04-12,Wednesday,"17:00 - 17:59",0,0,2,2,0,0,
"Pomona Community Library",2023-04-13,Thursday,"12:00 - 12:59",0,0,14,14,0,0,
"Pomona Community Library",2023-04-13,Thursday,"13:00 - 13:59",8,0,0,8,1,0,1
"Pomona Community Library",2023-04-13,Thursday,"16:00 - 16:59",0,0,1,1,0,0,
"Pomona Community Library",2023-04-13,Thursday,"18:00 - 18:59",0,1,0,1,0,1,1
"Pomona Community Library",2023-04-14,Friday,"10:00 - 10:59",0,0,9,9,0,0,
"Pomona Community Library",2023-04-15,Saturday,"12:00 - 12:59",0,0,2,2,0,0,
"Pomona Community Library",2023-04-15,Saturday,"15:00 - 15:59",1,0,0,1,1,0,1
"Pomona Community Library",2023-04-18,Tuesday,"12:00 - 12:59",1,0,6,7,1,0,1
"Pomona Community Library",2023-04-18,Tuesday,"16:00 - 16:59",1,0,2,3,1,0,1
"Pomona Community Library",2023-04-19,Wednesday,"12:00 - 12:59",0,0,8,8,0,0,
"Pomona Community Library",2023-04-19,Wednesday,"13:00 - 13:59",0,0,71,71,0,0,
"Pomona Community Library",2023-04-19,Wednesday,"14:00 - 14:59",2,0,0,2,1,0,1
"Pomona Community Library",2023-04-19,Wednesday,"16:00 - 16:59",5,0,0,5,1,0,1
"Pomona Community Library",2023-04-19,Wednesday,"18:00 - 18:59",0,0,1,1,0,0,
"Pomona Community Library",2023-04-20,Thursday,"7:00 - 7:59",0,1,0,1,0,1,1
"Pomona Community Library",2023-04-20,Thursday,"12:00 - 12:59",1,0,0,1,1,0,1
"Pomona Community Library",2023-04-20,Thursday,"16:00 - 16:59",0,0,1,1,0,0,
"Pomona Community Library",2023-04-20,Thursday,"19:00 - 19:59",1,0,0,1,1,0,1
"Pomona Community Library",2023-04-21,Friday,"10:00 - 10:59",12,0,5,17,2,0,2
"Pomona Community Library",2023-04-21,Friday,"16:00 - 16:59",63,14,48,125,1,1,1
"Pomona Community Library",2023-04-21,Friday,"17:00 - 17:59",0,0,23,23,0,0,
"Pomona Community Library",2023-04-21,Friday,"18:00 - 18:59",0,0,34,34,0,0,
"Pomona Community Library",2023-04-22,Saturday,"16:00 - 16:59",1,1,0,2,1,1,1
"Pomona Community Library",2023-04-25,Tuesday,"9:00 - 9:59",0,0,7,7,0,0,
"Pomona Community Library",2023-04-25,Tuesday,"13:00 - 13:59",0,4,0,4,0,1,1
"Pomona Community Library",2023-04-25,Tuesday,"14:00 - 14:59",1,0,0,1,1,0,1
"Pomona Community Library",2023-04-25,Tuesday,"15:00 - 15:59",23,0,1,24,1,0,1
"Pomona Community Library",2023-04-25,Tuesday,"16:00 - 16:59",7,0,0,7,1,0,1
"Pomona Community Library",2023-04-26,Wednesday,"12:00 - 12:59",0,1,0,1,0,1,1
"Pomona Community Library",2023-04-26,Wednesday,"14:00 - 14:59",2,0,0,2,1,0,1
"Pomona Community Library",2023-04-26,Wednesday,"20:00 - 20:59",0,0,56,56,0,0,
"Pomona Community Library",2023-04-28,Friday,"10:00 - 10:59",9,0,0,9,1,0,1
"Pomona Community Library",2023-04-28,Friday,"13:00 - 13:59",1,0,1,2,1,0,1
"Pomona Community Library",2023-04-28,Friday,"17:00 - 17:59",0,0,45,45,0,0,
"Pomona Community Library",2023-04-29,Saturday,"10:00 - 10:59",5,0,0,5,1,0,1
"Pomona Community Library",2023-04-29,Saturday,"12:00 - 12:59",8,4,6,18,1,1,1
"Pomona Community Library",2023-04-29,Saturday,"13:00 - 13:59",1,0,0,1,1,0,1
"Pomona Community Library",2023-04-29,Saturday,"14:00 - 14:59",3,0,0,3,1,0,1
"Prairie Hills Schools - Axtell Public School",2023-04-03,Monday,"8:00 - 8:59",9,0,2,11,7,0,7
"Prairie Hills Schools - Axtell Public School",2023-04-03,Monday,"9:00 - 9:59",9,0,0,9,7,0,7
"Prairie Hills Schools - Axtell Public School",2023-04-03,Monday,"13:00 - 13:59",3,0,40,43,2,0,2
"Prairie Hills Schools - Axtell Public School",2023-04-03,Monday,"14:00 - 14:59",11,0,5,16,3,0,3
"Prairie Hills Schools - Axtell Public School",2023-04-03,Monday,"15:00 - 15:59",1,0,0,1,1,0,1
"Prairie Hills Schools - Axtell Public School",2023-04-04,Tuesday,"8:00 - 8:59",11,0,2,13,8,0,8
"Prairie Hills Schools - Axtell Public School",2023-04-04,Tuesday,"9:00 - 9:59",6,0,1,7,3,0,3
"Prairie Hills Schools - Axtell Public School",2023-04-04,Tuesday,"10:00 - 10:59",7,0,0,7,4,0,4
"Prairie Hills Schools - Axtell Public School",2023-04-04,Tuesday,"12:00 - 12:59",2,0,0,2,1,0,1
"Prairie Hills Schools - Axtell Public School",2023-04-04,Tuesday,"13:00 - 13:59",0,0,37,37,0,0,
"Prairie Hills Schools - Axtell Public School",2023-04-04,Tuesday,"14:00 - 14:59",1,0,0,1,1,0,1
"Prairie Hills Schools - Axtell Public School",2023-04-04,Tuesday,"15:00 - 15:59",3,0,1,4,2,0,2
"Prairie Hills Schools - Axtell Public School",2023-04-05,Wednesday,"8:00 - 8:59",7,1,2,10,5,1,5
"Prairie Hills Schools - Axtell Public School",2023-04-05,Wednesday,"10:00 - 10:59",3,0,0,3,2,0,2
"Prairie Hills Schools - Axtell Public School",2023-04-05,Wednesday,"11:00 - 11:59",2,0,0,2,2,0,2
"Prairie Hills Schools - Axtell Public School",2023-04-05,Wednesday,"13:00 - 13:59",1,0,24,25,1,0,1
"Prairie Hills Schools - Axtell Public School",2023-04-05,Wednesday,"14:00 - 14:59",23,0,4,27,16,0,16
"Prairie Hills Schools - Axtell Public School",2023-04-05,Wednesday,"15:00 - 15:59",3,0,1,4,2,0,2
"Prairie Hills Schools - Axtell Public School",2023-04-06,Thursday,"8:00 - 8:59",10,0,0,10,7,0,7
"Prairie Hills Schools - Axtell Public School",2023-04-06,Thursday,"9:00 - 9:59",1,0,0,1,1,0,1
"Prairie Hills Schools - Axtell Public School",2023-04-06,Thursday,"10:00 - 10:59",21,1,30,52,9,1,9
"Prairie Hills Schools - Axtell Public School",2023-04-06,Thursday,"11:00 - 11:59",2,0,20,22,2,0,2
"Prairie Hills Schools - Axtell Public School",2023-04-06,Thursday,"12:00 - 12:59",11,0,0,11,6,0,6
"Prairie Hills Schools - Axtell Public School",2023-04-11,Tuesday,"9:00 - 9:59",12,0,3,15,7,0,7
"Prairie Hills Schools - Axtell Public School",2023-04-11,Tuesday,"10:00 - 10:59",2,1,38,41,1,1,2
"Prairie Hills Schools - Axtell Public School",2023-04-11,Tuesday,"13:00 - 13:59",1,0,0,1,1,0,1
"Prairie Hills Schools - Axtell Public School",2023-04-11,Tuesday,"14:00 - 14:59",3,0,5,8,1,0,1
"Prairie Hills Schools - Axtell Public School",2023-04-11,Tuesday,"15:00 - 15:59",1,0,0,1,1,0,1
"Prairie Hills Schools - Axtell Public School",2023-04-12,Wednesday,"8:00 - 8:59",19,0,1,20,13,0,13
"Prairie Hills Schools - Axtell Public School",2023-04-12,Wednesday,"9:00 - 9:59",1,0,0,1,1,0,1
"Prairie Hills Schools - Axtell Public School",2023-04-12,Wednesday,"10:00 - 10:59",5,0,31,36,5,0,5
"Prairie Hills Schools - Axtell Public School",2023-04-12,Wednesday,"11:00 - 11:59",1,0,4,5,1,0,1
"Prairie Hills Schools - Axtell Public School",2023-04-12,Wednesday,"13:00 - 13:59",1,0,1,2,1,0,1
"Prairie Hills Schools - Axtell Public School",2023-04-12,Wednesday,"14:00 - 14:59",1,0,0,1,1,0,1
"Prairie Hills Schools - Axtell Public School",2023-04-12,Wednesday,"15:00 - 15:59",15,0,0,15,8,0,8
"Prairie Hills Schools - Axtell Public School",2023-04-13,Thursday,"8:00 - 8:59",9,0,1,10,6,0,6
"Prairie Hills Schools - Axtell Public School",2023-04-13,Thursday,"9:00 - 9:59",3,0,5,8,3,0,3
"Prairie Hills Schools - Axtell Public School",2023-04-13,Thursday,"10:00 - 10:59",0,0,1,1,0,0,
"Prairie Hills Schools - Axtell Public School",2023-04-13,Thursday,"12:00 - 12:59",11,0,2,13,6,0,6
"Prairie Hills Schools - Axtell Public School",2023-04-13,Thursday,"13:00 - 13:59",1,0,57,58,1,0,1
"Prairie Hills Schools - Axtell Public School",2023-04-14,Friday,"9:00 - 9:59",5,1,1,7,4,1,4
"Prairie Hills Schools - Axtell Public School",2023-04-14,Friday,"10:00 - 10:59",7,2,3,12,6,1,7
"Prairie Hills Schools - Axtell Public School",2023-04-14,Friday,"12:00 - 12:59",3,0,0,3,3,0,3
"Prairie Hills Schools - Axtell Public School",2023-04-14,Friday,"13:00 - 13:59",0,0,30,30,0,0,
"Prairie Hills Schools - Axtell Public School",2023-04-14,Friday,"14:00 - 14:59",0,0,4,4,0,0,
"Prairie Hills Schools - Axtell Public School",2023-04-17,Monday,"8:00 - 8:59",9,0,0,9,5,0,5
"Prairie Hills Schools - Axtell Public School",2023-04-17,Monday,"9:00 - 9:59",2,0,1,3,2,0,2
"Prairie Hills Schools - Axtell Public School",2023-04-17,Monday,"10:00 - 10:59",1,0,0,1,1,0,1
"Prairie Hills Schools - Axtell Public School",2023-04-17,Monday,"13:00 - 13:59",9,0,4,13,2,0,2
"Prairie Hills Schools - Axtell Public School",2023-04-17,Monday,"14:00 - 14:59",2,0,0,2,2,0,2
"Prairie Hills Schools - Axtell Public School",2023-04-17,Monday,"15:00 - 15:59",2,0,0,2,2,0,2
"Prairie Hills Schools - Axtell Public School",2023-04-18,Tuesday,"8:00 - 8:59",9,0,0,9,4,0,4
"Prairie Hills Schools - Axtell Public School",2023-04-18,Tuesday,"9:00 - 9:59",1,0,42,43,1,0,1
"Prairie Hills Schools - Axtell Public School",2023-04-18,Tuesday,"10:00 - 10:59",3,0,1,4,3,0,3
"Prairie Hills Schools - Axtell Public School",2023-04-18,Tuesday,"13:00 - 13:59",0,0,3,3,0,0,
"Prairie Hills Schools - Axtell Public School",2023-04-18,Tuesday,"14:00 - 14:59",1,0,10,11,1,0,1
"Prairie Hills Schools - Axtell Public School",2023-04-18,Tuesday,"15:00 - 15:59",1,0,1,2,1,0,1
"Prairie Hills Schools - Axtell Public School",2023-04-19,Wednesday,"8:00 - 8:59",1,0,0,1,1,0,1
"Prairie Hills Schools - Axtell Public School",2023-04-19,Wednesday,"9:00 - 9:59",3,0,0,3,2,0,2
"Prairie Hills Schools - Axtell Public School",2023-04-19,Wednesday,"10:00 - 10:59",5,0,0,5,2,0,2
"Prairie Hills Schools - Axtell Public School",2023-04-19,Wednesday,"11:00 - 11:59",6,1,0,7,3,1,3
"Prairie Hills Schools - Axtell Public School",2023-04-19,Wednesday,"12:00 - 12:59",3,2,1,6,2,1,2
"Prairie Hills Schools - Axtell Public School",2023-04-19,Wednesday,"13:00 - 13:59",0,0,4,4,0,0,
"Prairie Hills Schools - Axtell Public School",2023-04-20,Thursday,"8:00 - 8:59",3,0,0,3,2,0,2
"Prairie Hills Schools - Axtell Public School",2023-04-20,Thursday,"9:00 - 9:59",6,0,2,8,5,0,5
"Prairie Hills Schools - Axtell Public School",2023-04-20,Thursday,"12:00 - 12:59",9,0,1,10,5,0,5
"Prairie Hills Schools - Axtell Public School",2023-04-20,Thursday,"13:00 - 13:59",1,0,42,43,1,0,1
"Prairie Hills Schools - Axtell Public School",2023-04-20,Thursday,"14:00 - 14:59",1,0,0,1,1,0,1
"Prairie Hills Schools - Axtell Public School",2023-04-21,Friday,"9:00 - 9:59",7,0,0,7,3,0,3
"Prairie Hills Schools - Axtell Public School",2023-04-21,Friday,"14:00 - 14:59",1,0,17,18,1,0,1
"Prairie Hills Schools - Axtell Public School",2023-04-21,Friday,"15:00 - 15:59",5,0,0,5,4,0,4
"Prairie Hills Schools - Axtell Public School",2023-04-24,Monday,"8:00 - 8:59",6,0,0,6,3,0,3
"Prairie Hills Schools - Axtell Public School",2023-04-24,Monday,"10:00 - 10:59",3,0,1,4,2,0,2
"Prairie Hills Schools - Axtell Public School",2023-04-24,Monday,"11:00 - 11:59",2,0,0,2,1,0,1
"Prairie Hills Schools - Axtell Public School",2023-04-24,Monday,"12:00 - 12:59",0,0,25,25,0,0,
"Prairie Hills Schools - Axtell Public School",2023-04-24,Monday,"13:00 - 13:59",5,0,0,5,1,0,1
"Prairie Hills Schools - Axtell Public School",2023-04-25,Tuesday,"8:00 - 8:59",2,1,1,4,2,1,3
"Prairie Hills Schools - Axtell Public School",2023-04-25,Tuesday,"9:00 - 9:59",3,2,2,7,2,1,3
"Prairie Hills Schools - Axtell Public School",2023-04-25,Tuesday,"10:00 - 10:59",7,0,0,7,3,0,3
"Prairie Hills Schools - Axtell Public School",2023-04-25,Tuesday,"12:00 - 12:59",0,0,29,29,0,0,
"Prairie Hills Schools - Axtell Public School",2023-04-25,Tuesday,"13:00 - 13:59",0,0,1,1,0,0,
"Prairie Hills Schools - Axtell Public School",2023-04-25,Tuesday,"14:00 - 14:59",2,0,0,2,2,0,2
"Prairie Hills Schools - Axtell Public School",2023-04-25,Tuesday,"15:00 - 15:59",7,0,0,7,5,0,5
"Prairie Hills Schools - Axtell Public School",2023-04-26,Wednesday,"8:00 - 8:59",10,1,2,13,9,1,9
"Prairie Hills Schools - Axtell Public School",2023-04-26,Wednesday,"9:00 - 9:59",1,0,1,2,1,0,1
"Prairie Hills Schools - Axtell Public School",2023-04-26,Wednesday,"11:00 - 11:59",1,0,0,1,1,0,1
"Prairie Hills Schools - Axtell Public School",2023-04-26,Wednesday,"14:00 - 14:59",3,0,52,55,2,0,2
"Prairie Hills Schools - Axtell Public School",2023-04-26,Wednesday,"15:00 - 15:59",13,0,0,13,7,0,7
"Prairie Hills Schools - Axtell Public School",2023-04-27,Thursday,"8:00 - 8:59",3,0,0,3,3,0,3
"Prairie Hills Schools - Axtell Public School",2023-04-27,Thursday,"9:00 - 9:59",1,0,0,1,1,0,1
"Prairie Hills Schools - Axtell Public School",2023-04-27,Thursday,"11:00 - 11:59",0,0,8,8,0,0,
"Prairie Hills Schools - Axtell Public School",2023-04-27,Thursday,"12:00 - 12:59",0,0,4,4,0,0,
"Prairie Hills Schools - Axtell Public School",2023-04-27,Thursday,"13:00 - 13:59",12,0,4,16,6,0,6
"Prairie Hills Schools - Axtell Public School",2023-04-28,Friday,"10:00 - 10:59",1,0,1,2,1,0,1
"Prairie Hills Schools - Axtell Public School",2023-04-28,Friday,"11:00 - 11:59",7,1,1,9,6,1,7
"Prairie Hills Schools - Axtell Public School",2023-04-28,Friday,"14:00 - 14:59",8,1,0,9,6,1,6
"Prairie Hills Schools - Sabetha Elementary School",2023-04-03,Monday,"8:00 - 8:59",12,14,95,121,8,12,19
"Prairie Hills Schools - Sabetha Elementary School",2023-04-03,Monday,"9:00 - 9:59",32,0,30,62,21,0,21
"Prairie Hills Schools - Sabetha Elementary School",2023-04-03,Monday,"10:00 - 10:59",0,0,1,1,0,0,
"Prairie Hills Schools - Sabetha Elementary School",2023-04-03,Monday,"11:00 - 11:59",1,0,1,2,1,0,1
"Prairie Hills Schools - Sabetha Elementary School",2023-04-03,Monday,"13:00 - 13:59",22,0,3,25,11,0,11
"Prairie Hills Schools - Sabetha Elementary School",2023-04-03,Monday,"14:00 - 14:59",43,0,9,52,26,0,26
"Prairie Hills Schools - Sabetha Elementary School",2023-04-03,Monday,"15:00 - 15:59",1,0,1,2,1,0,1
"Prairie Hills Schools - Sabetha Elementary School",2023-04-04,Tuesday,"7:00 - 7:59",3,0,2,5,2,0,2
"Prairie Hills Schools - Sabetha Elementary School",2023-04-04,Tuesday,"8:00 - 8:59",1,13,82,96,1,11,12
"Prairie Hills Schools - Sabetha Elementary School",2023-04-04,Tuesday,"10:00 - 10:59",23,1,1,25,16,1,16
"Prairie Hills Schools - Sabetha Elementary School",2023-04-04,Tuesday,"11:00 - 11:59",1,0,2,3,1,0,1
"Prairie Hills Schools - Sabetha Elementary School",2023-04-04,Tuesday,"13:00 - 13:59",28,0,15,43,16,0,16
"Prairie Hills Schools - Sabetha Elementary School",2023-04-04,Tuesday,"14:00 - 14:59",31,0,0,31,18,0,18
"Prairie Hills Schools - Sabetha Elementary School",2023-04-04,Tuesday,"15:00 - 15:59",1,0,1,2,1,0,1
"Prairie Hills Schools - Sabetha Elementary School",2023-04-05,Wednesday,"8:00 - 8:59",11,27,80,118,7,17,23
"Prairie Hills Schools - Sabetha Elementary School",2023-04-05,Wednesday,"9:00 - 9:59",0,0,9,9,0,0,
"Prairie Hills Schools - Sabetha Elementary School",2023-04-05,Wednesday,"10:00 - 10:59",25,0,4,29,16,0,16
"Prairie Hills Schools - Sabetha Elementary School",2023-04-05,Wednesday,"11:00 - 11:59",1,0,1,2,1,0,1
"Prairie Hills Schools - Sabetha Elementary School",2023-04-05,Wednesday,"12:00 - 12:59",1,1,1,3,1,1,2
