branchname,DATE,DAY,HOUR,CKO,RENEW,RETURNS,TOTAL_CKO_RENEW_RETURN,CKO_BORROWERS,RENEW_BORROWERS,CKO_AND_RENEW_BORROWERS
"Basehor Community Library",2023-04-01,Saturday,"8:00 - 8:59",1,0,13,14,1,0,1
"Basehor Community Library",2023-04-01,Saturday,"9:00 - 9:59",18,0,38,56,4,0,4
"Basehor Community Library",2023-04-01,Saturday,"10:00 - 10:59",22,32,46,100,5,3,8
"Basehor Community Library",2023-04-01,Saturday,"11:00 - 11:59",11,14,65,90,5,5,9
"Basehor Community Library",2023-04-01,Saturday,"12:00 - 12:59",29,1,24,54,12,1,12
"Basehor Community Library",2023-04-01,Saturday,"13:00 - 13:59",37,0,43,80,9,0,9
"Basehor Community Library",2023-04-01,Saturday,"14:00 - 14:59",16,0,29,45,5,0,5
"Basehor Community Library",2023-04-01,Saturday,"15:00 - 15:59",4,3,40,47,2,1,3
"Basehor Community Library",2023-04-01,Saturday,"16:00 - 16:59",34,1,12,47,6,1,6
"Basehor Community Library",2023-04-01,Saturday,"17:00 - 17:59",0,0,8,8,0,0,
"Basehor Community Library",2023-04-01,Saturday,"18:00 - 18:59",0,2,0,2,0,1,1
"Basehor Community Library",2023-04-01,Saturday,"20:00 - 20:59",0,2,0,2,0,2,2
"Basehor Community Library",2023-04-01,Saturday,"21:00 - 21:59",0,1,0,1,0,1,1
"Basehor Community Library",2023-04-02,Sunday,"1:00 - 1:59",0,3,0,3,0,1,1
"Basehor Community Library",2023-04-02,Sunday,"10:00 - 10:59",0,1,0,1,0,1,1
"Basehor Community Library",2023-04-02,Sunday,"12:00 - 12:59",3,0,11,14,2,0,2
"Basehor Community Library",2023-04-02,Sunday,"13:00 - 13:59",42,25,65,132,8,5,11
"Basehor Community Library",2023-04-02,Sunday,"14:00 - 14:59",24,0,82,106,4,0,4
"Basehor Community Library",2023-04-02,Sunday,"15:00 - 15:59",33,4,48,85,6,2,8
"Basehor Community Library",2023-04-02,Sunday,"16:00 - 16:59",37,10,29,76,4,2,5
"Basehor Community Library",2023-04-02,Sunday,"17:00 - 17:59",0,2,0,2,0,1,1
"Basehor Community Library",2023-04-02,Sunday,"21:00 - 21:59",0,4,0,4,0,1,1
"Basehor Community Library",2023-04-03,Monday,"6:00 - 6:59",0,2,0,2,0,1,1
"Basehor Community Library",2023-04-03,Monday,"7:00 - 7:59",0,6,0,6,0,1,1
"Basehor Community Library",2023-04-03,Monday,"8:00 - 8:59",1,1,2,4,1,1,2
"Basehor Community Library",2023-04-03,Monday,"9:00 - 9:59",20,18,57,95,6,4,9
"Basehor Community Library",2023-04-03,Monday,"10:00 - 10:59",52,8,49,109,7,4,11
"Basehor Community Library",2023-04-03,Monday,"11:00 - 11:59",15,3,29,47,4,1,5
"Basehor Community Library",2023-04-03,Monday,"12:00 - 12:59",5,4,44,53,3,2,4
"Basehor Community Library",2023-04-03,Monday,"13:00 - 13:59",2,0,31,33,1,0,1
"Basehor Community Library",2023-04-03,Monday,"14:00 - 14:59",30,5,98,133,8,4,9
"Basehor Community Library",2023-04-03,Monday,"15:00 - 15:59",33,5,147,185,9,5,9
"Basehor Community Library",2023-04-03,Monday,"16:00 - 16:59",28,27,103,158,12,6,17
"Basehor Community Library",2023-04-03,Monday,"17:00 - 17:59",64,12,140,216,8,2,9
"Basehor Community Library",2023-04-03,Monday,"18:00 - 18:59",42,1,46,89,5,1,5
"Basehor Community Library",2023-04-03,Monday,"19:00 - 19:59",8,5,23,36,4,2,6
"Basehor Community Library",2023-04-03,Monday,"20:00 - 20:59",0,2,0,2,0,1,1
"Basehor Community Library",2023-04-03,Monday,"21:00 - 21:59",0,5,0,5,0,3,3
"Basehor Community Library",2023-04-04,Tuesday,"0:00 - 0:59",0,2,0,2,0,1,1
"Basehor Community Library",2023-04-04,Tuesday,"6:00 - 6:59",0,1,0,1,0,1,1
"Basehor Community Library",2023-04-04,Tuesday,"8:00 - 8:59",0,37,5,42,0,5,5
"Basehor Community Library",2023-04-04,Tuesday,"9:00 - 9:59",0,0,23,23,0,0,
"Basehor Community Library",2023-04-04,Tuesday,"10:00 - 10:59",82,15,182,279,7,2,9
"Basehor Community Library",2023-04-04,Tuesday,"11:00 - 11:59",27,5,57,89,7,3,9
"Basehor Community Library",2023-04-04,Tuesday,"12:00 - 12:59",7,11,52,70,6,3,8
"Basehor Community Library",2023-04-04,Tuesday,"13:00 - 13:59",10,0,26,36,5,0,5
"Basehor Community Library",2023-04-04,Tuesday,"14:00 - 14:59",5,11,84,100,3,1,3
"Basehor Community Library",2023-04-04,Tuesday,"15:00 - 15:59",32,3,84,119,10,3,12
"Basehor Community Library",2023-04-04,Tuesday,"16:00 - 16:59",60,3,243,306,12,2,13
"Basehor Community Library",2023-04-04,Tuesday,"17:00 - 17:59",34,10,71,115,10,4,12
"Basehor Community Library",2023-04-04,Tuesday,"18:00 - 18:59",16,0,7,23,4,0,4
"Basehor Community Library",2023-04-04,Tuesday,"19:00 - 19:59",3,0,0,3,2,0,2
"Basehor Community Library",2023-04-04,Tuesday,"21:00 - 21:59",0,2,0,2,0,1,1
"Basehor Community Library",2023-04-05,Wednesday,"6:00 - 6:59",0,2,0,2,0,1,1
"Basehor Community Library",2023-04-05,Wednesday,"7:00 - 7:59",0,19,0,19,0,2,2
"Basehor Community Library",2023-04-05,Wednesday,"8:00 - 8:59",0,1,21,22,0,1,1
"Basehor Community Library",2023-04-05,Wednesday,"9:00 - 9:59",8,13,98,119,6,3,9
"Basehor Community Library",2023-04-05,Wednesday,"10:00 - 10:59",47,8,193,248,11,3,14
"Basehor Community Library",2023-04-05,Wednesday,"11:00 - 11:59",69,1,9,79,11,1,12
"Basehor Community Library",2023-04-05,Wednesday,"12:00 - 12:59",29,3,43,75,5,2,6
"Basehor Community Library",2023-04-05,Wednesday,"13:00 - 13:59",15,2,105,122,5,2,7
"Basehor Community Library",2023-04-05,Wednesday,"14:00 - 14:59",3,0,72,75,1,0,1
"Basehor Community Library",2023-04-05,Wednesday,"15:00 - 15:59",46,4,90,140,8,2,9
"Basehor Community Library",2023-04-05,Wednesday,"16:00 - 16:59",34,6,92,132,9,3,11
"Basehor Community Library",2023-04-05,Wednesday,"17:00 - 17:59",27,2,112,141,7,2,8
"Basehor Community Library",2023-04-05,Wednesday,"18:00 - 18:59",20,3,31,54,5,3,7
"Basehor Community Library",2023-04-05,Wednesday,"19:00 - 19:59",9,2,42,53,3,2,4
"Basehor Community Library",2023-04-05,Wednesday,"20:00 - 20:59",0,0,1,1,0,0,
"Basehor Community Library",2023-04-05,Wednesday,"21:00 - 21:59",0,2,0,2,0,1,1
"Basehor Community Library",2023-04-06,Thursday,"6:00 - 6:59",0,6,0,6,0,2,2
"Basehor Community Library",2023-04-06,Thursday,"8:00 - 8:59",0,0,2,2,0,0,
"Basehor Community Library",2023-04-06,Thursday,"9:00 - 9:59",16,14,14,44,4,2,6
"Basehor Community Library",2023-04-06,Thursday,"10:00 - 10:59",27,12,24,63,7,1,7
"Basehor Community Library",2023-04-06,Thursday,"11:00 - 11:59",8,4,64,76,4,1,5
"Basehor Community Library",2023-04-06,Thursday,"12:00 - 12:59",11,1,26,38,3,1,3
"Basehor Community Library",2023-04-06,Thursday,"13:00 - 13:59",8,9,40,57,2,2,4
"Basehor Community Library",2023-04-06,Thursday,"14:00 - 14:59",6,0,15,21,3,0,3
"Basehor Community Library",2023-04-06,Thursday,"15:00 - 15:59",10,12,16,38,6,2,8
"Basehor Community Library",2023-04-06,Thursday,"16:00 - 16:59",31,1,75,107,9,1,10
"Basehor Community Library",2023-04-06,Thursday,"17:00 - 17:59",19,0,127,146,2,0,2
"Basehor Community Library",2023-04-06,Thursday,"18:00 - 18:59",32,5,75,112,10,3,10
"Basehor Community Library",2023-04-06,Thursday,"19:00 - 19:59",36,5,84,125,8,2,9
"Basehor Community Library",2023-04-06,Thursday,"20:00 - 20:59",2,3,0,5,1,1,2
"Basehor Community Library",2023-04-06,Thursday,"22:00 - 22:59",0,1,0,1,0,1,1
"Basehor Community Library",2023-04-07,Friday,"8:00 - 8:59",0,9,11,20,0,4,4
"Basehor Community Library",2023-04-07,Friday,"9:00 - 9:59",21,15,56,92,4,2,6
"Basehor Community Library",2023-04-07,Friday,"10:00 - 10:59",21,35,28,84,5,2,7
"Basehor Community Library",2023-04-07,Friday,"11:00 - 11:59",47,3,78,128,10,1,10
"Basehor Community Library",2023-04-07,Friday,"12:00 - 12:59",75,1,120,196,3,1,4
"Basehor Community Library",2023-04-07,Friday,"13:00 - 13:59",48,2,107,157,8,1,9
"Basehor Community Library",2023-04-07,Friday,"14:00 - 14:59",28,0,56,84,7,0,7
"Basehor Community Library",2023-04-07,Friday,"15:00 - 15:59",8,8,83,99,3,2,5
"Basehor Community Library",2023-04-07,Friday,"16:00 - 16:59",43,8,94,145,10,1,11
"Basehor Community Library",2023-04-07,Friday,"17:00 - 17:59",1,4,8,13,1,1,2
"Basehor Community Library",2023-04-07,Friday,"19:00 - 19:59",0,2,0,2,0,1,1
"Basehor Community Library",2023-04-07,Friday,"20:00 - 20:59",0,4,0,4,0,1,1
"Basehor Community Library",2023-04-07,Friday,"22:00 - 22:59",0,3,0,3,0,1,1
"Basehor Community Library",2023-04-08,Saturday,"0:00 - 0:59",0,1,0,1,0,1,1
"Basehor Community Library",2023-04-08,Saturday,"7:00 - 7:59",0,1,0,1,0,1,1
"Basehor Community Library",2023-04-08,Saturday,"8:00 - 8:59",0,1,0,1,0,1,1
"Basehor Community Library",2023-04-08,Saturday,"9:00 - 9:59",0,2,8,10,0,1,1
"Basehor Community Library",2023-04-08,Saturday,"10:00 - 10:59",20,4,16,40,10,1,11
"Basehor Community Library",2023-04-08,Saturday,"11:00 - 11:59",6,1,20,27,2,1,3
"Basehor Community Library",2023-04-08,Saturday,"12:00 - 12:59",1,3,21,25,1,2,3
"Basehor Community Library",2023-04-08,Saturday,"13:00 - 13:59",56,8,74,138,9,2,10
"Basehor Community Library",2023-04-08,Saturday,"14:00 - 14:59",24,7,35,66,5,1,6
"Basehor Community Library",2023-04-08,Saturday,"15:00 - 15:59",35,0,30,65,8,0,8
"Basehor Community Library",2023-04-08,Saturday,"16:00 - 16:59",30,11,145,186,8,2,9
"Basehor Community Library",2023-04-08,Saturday,"19:00 - 19:59",0,9,0,9,0,1,1
"Basehor Community Library",2023-04-08,Saturday,"22:00 - 22:59",0,3,0,3,0,1,1
"Basehor Community Library",2023-04-09,Sunday,"11:00 - 11:59",0,1,0,1,0,1,1
"Basehor Community Library",2023-04-09,Sunday,"16:00 - 16:59",0,5,0,5,0,1,1
"Basehor Community Library",2023-04-09,Sunday,"18:00 - 18:59",0,2,0,2,0,1,1
"Basehor Community Library",2023-04-09,Sunday,"21:00 - 21:59",0,10,0,10,0,1,1
"Basehor Community Library",2023-04-10,Monday,"5:00 - 5:59",0,4,0,4,0,3,3
"Basehor Community Library",2023-04-10,Monday,"6:00 - 6:59",0,2,0,2,0,1,1
"Basehor Community Library",2023-04-10,Monday,"8:00 - 8:59",1,5,14,20,1,2,3
"Basehor Community Library",2023-04-10,Monday,"9:00 - 9:59",13,2,84,99,5,2,7
"Basehor Community Library",2023-04-10,Monday,"10:00 - 10:59",75,3,59,137,14,3,17
"Basehor Community Library",2023-04-10,Monday,"11:00 - 11:59",26,3,115,144,6,3,8
"Basehor Community Library",2023-04-10,Monday,"12:00 - 12:59",67,10,134,211,16,4,19
"Basehor Community Library",2023-04-10,Monday,"13:00 - 13:59",51,2,47,100,13,2,14
"Basehor Community Library",2023-04-10,Monday,"14:00 - 14:59",12,4,140,156,6,3,9
"Basehor Community Library",2023-04-10,Monday,"15:00 - 15:59",44,1,138,183,9,1,10
"Basehor Community Library",2023-04-10,Monday,"16:00 - 16:59",25,1,26,52,7,1,8
"Basehor Community Library",2023-04-10,Monday,"17:00 - 17:59",47,2,42,91,13,2,15
"Basehor Community Library",2023-04-10,Monday,"18:00 - 18:59",12,0,27,39,3,0,3
"Basehor Community Library",2023-04-10,Monday,"19:00 - 19:59",1,5,34,40,1,3,3
"Basehor Community Library",2023-04-10,Monday,"20:00 - 20:59",0,0,10,10,0,0,
"Basehor Community Library",2023-04-10,Monday,"21:00 - 21:59",0,24,0,24,0,2,2
"Basehor Community Library",2023-04-10,Monday,"22:00 - 22:59",0,4,0,4,0,2,2
"Basehor Community Library",2023-04-11,Tuesday,"0:00 - 0:59",0,8,0,8,0,1,1
"Basehor Community Library",2023-04-11,Tuesday,"5:00 - 5:59",0,1,0,1,0,1,1
"Basehor Community Library",2023-04-11,Tuesday,"6:00 - 6:59",0,5,0,5,0,2,2
"Basehor Community Library",2023-04-11,Tuesday,"7:00 - 7:59",0,18,0,18,0,3,3
"Basehor Community Library",2023-04-11,Tuesday,"8:00 - 8:59",0,19,3,22,0,3,3
"Basehor Community Library",2023-04-11,Tuesday,"9:00 - 9:59",3,1,99,103,3,1,3
"Basehor Community Library",2023-04-11,Tuesday,"10:00 - 10:59",53,1,104,158,13,1,13
"Basehor Community Library",2023-04-11,Tuesday,"11:00 - 11:59",6,3,38,47,5,3,6
"Basehor Community Library",2023-04-11,Tuesday,"12:00 - 12:59",13,3,54,70,4,1,5
"Basehor Community Library",2023-04-11,Tuesday,"13:00 - 13:59",10,3,3,16,5,1,6
"Basehor Community Library",2023-04-11,Tuesday,"14:00 - 14:59",4,1,53,58,2,1,3
"Basehor Community Library",2023-04-11,Tuesday,"15:00 - 15:59",57,6,113,176,11,1,12
"Basehor Community Library",2023-04-11,Tuesday,"16:00 - 16:59",31,4,100,135,9,2,10
"Basehor Community Library",2023-04-11,Tuesday,"17:00 - 17:59",20,6,55,81,9,3,9
"Basehor Community Library",2023-04-11,Tuesday,"18:00 - 18:59",9,2,4,15,6,1,7
"Basehor Community Library",2023-04-11,Tuesday,"19:00 - 19:59",14,1,16,31,5,1,5
"Basehor Community Library",2023-04-11,Tuesday,"20:00 - 20:59",0,2,0,2,0,1,1
"Basehor Community Library",2023-04-11,Tuesday,"21:00 - 21:59",0,6,0,6,0,2,2
"Basehor Community Library",2023-04-12,Wednesday,"7:00 - 7:59",0,78,0,78,0,2,2
"Basehor Community Library",2023-04-12,Wednesday,"8:00 - 8:59",0,2,17,19,0,2,2
"Basehor Community Library",2023-04-12,Wednesday,"9:00 - 9:59",0,22,27,49,0,4,4
"Basehor Community Library",2023-04-12,Wednesday,"10:00 - 10:59",46,10,91,147,11,4,14
"Basehor Community Library",2023-04-12,Wednesday,"11:00 - 11:59",38,0,33,71,9,0,9
"Basehor Community Library",2023-04-12,Wednesday,"12:00 - 12:59",25,2,49,76,5,2,6
"Basehor Community Library",2023-04-12,Wednesday,"13:00 - 13:59",8,0,38,46,2,0,2
"Basehor Community Library",2023-04-12,Wednesday,"14:00 - 14:59",14,1,61,76,6,1,7
"Basehor Community Library",2023-04-12,Wednesday,"15:00 - 15:59",7,0,74,81,3,0,3
"Basehor Community Library",2023-04-12,Wednesday,"16:00 - 16:59",43,28,33,104,12,4,14
"Basehor Community Library",2023-04-12,Wednesday,"17:00 - 17:59",16,2,78,96,4,2,5
"Basehor Community Library",2023-04-12,Wednesday,"18:00 - 18:59",14,4,29,47,6,1,7
"Basehor Community Library",2023-04-12,Wednesday,"19:00 - 19:59",12,3,53,68,3,2,5
"Basehor Community Library",2023-04-12,Wednesday,"21:00 - 21:59",0,3,0,3,0,2,2
"Basehor Community Library",2023-04-12,Wednesday,"22:00 - 22:59",0,1,0,1,0,1,1
"Basehor Community Library",2023-04-13,Thursday,"6:00 - 6:59",0,1,0,1,0,1,1
"Basehor Community Library",2023-04-13,Thursday,"7:00 - 7:59",0,1,0,1,0,1,1
"Basehor Community Library",2023-04-13,Thursday,"8:00 - 8:59",1,5,18,24,1,1,2
"Basehor Community Library",2023-04-13,Thursday,"9:00 - 9:59",5,58,19,82,2,2,4
"Basehor Community Library",2023-04-13,Thursday,"10:00 - 10:59",12,9,31,52,5,3,7
"Basehor Community Library",2023-04-13,Thursday,"11:00 - 11:59",64,0,49,113,5,0,5
"Basehor Community Library",2023-04-13,Thursday,"12:00 - 12:59",6,4,43,53,3,3,6
"Basehor Community Library",2023-04-13,Thursday,"13:00 - 13:59",14,1,56,71,4,1,5
"Basehor Community Library",2023-04-13,Thursday,"14:00 - 14:59",11,2,73,86,3,2,4
"Basehor Community Library",2023-04-13,Thursday,"15:00 - 15:59",31,2,51,84,5,2,5
"Basehor Community Library",2023-04-13,Thursday,"16:00 - 16:59",68,4,63,135,9,2,9
"Basehor Community Library",2023-04-13,Thursday,"17:00 - 17:59",39,1,89,129,10,1,10
"Basehor Community Library",2023-04-13,Thursday,"18:00 - 18:59",104,3,36,143,13,2,14
"Basehor Community Library",2023-04-13,Thursday,"19:00 - 19:59",14,1,1,16,3,1,4
"Basehor Community Library",2023-04-13,Thursday,"20:00 - 20:59",0,33,1,34,0,3,3
"Basehor Community Library",2023-04-14,Friday,"6:00 - 6:59",0,4,0,4,0,2,2
"Basehor Community Library",2023-04-14,Friday,"7:00 - 7:59",0,1,0,1,0,1,1
"Basehor Community Library",2023-04-14,Friday,"8:00 - 8:59",2,8,14,24,2,1,3
"Basehor Community Library",2023-04-14,Friday,"9:00 - 9:59",6,3,24,33,2,2,4
"Basehor Community Library",2023-04-14,Friday,"10:00 - 10:59",23,5,57,85,5,2,6
"Basehor Community Library",2023-04-14,Friday,"11:00 - 11:59",6,10,62,78,4,1,5
"Basehor Community Library",2023-04-14,Friday,"12:00 - 12:59",10,0,61,71,8,0,8
"Basehor Community Library",2023-04-14,Friday,"13:00 - 13:59",23,4,85,112,4,1,5
"Basehor Community Library",2023-04-14,Friday,"14:00 - 14:59",15,0,67,82,4,0,4
"Basehor Community Library",2023-04-14,Friday,"15:00 - 15:59",34,0,48,82,2,0,2
"Basehor Community Library",2023-04-14,Friday,"16:00 - 16:59",52,5,93,150,10,1,10
"Basehor Community Library",2023-04-14,Friday,"17:00 - 17:59",0,3,11,14,0,1,1
"Basehor Community Library",2023-04-14,Friday,"19:00 - 19:59",0,1,0,1,0,1,1
"Basehor Community Library",2023-04-14,Friday,"20:00 - 20:59",0,4,0,4,0,2,2
"Basehor Community Library",2023-04-15,Saturday,"8:00 - 8:59",0,29,0,29,0,1,1
"Basehor Community Library",2023-04-15,Saturday,"9:00 - 9:59",3,1,27,31,1,1,2
"Basehor Community Library",2023-04-15,Saturday,"10:00 - 10:59",35,25,55,115,9,5,14
"Basehor Community Library",2023-04-15,Saturday,"11:00 - 11:59",34,0,9,43,9,0,9
"Basehor Community Library",2023-04-15,Saturday,"12:00 - 12:59",49,0,48,97,9,0,9
"Basehor Community Library",2023-04-15,Saturday,"13:00 - 13:59",93,1,201,295,10,1,11
"Basehor Community Library",2023-04-15,Saturday,"14:00 - 14:59",9,14,13,36,5,2,6
"Basehor Community Library",2023-04-15,Saturday,"15:00 - 15:59",1,0,4,5,1,0,1
"Basehor Community Library",2023-04-15,Saturday,"16:00 - 16:59",1,0,24,25,1,0,1
"Basehor Community Library",2023-04-15,Saturday,"17:00 - 17:59",1,1,0,2,1,1,2
"Basehor Community Library",2023-04-15,Saturday,"22:00 - 22:59",0,10,0,10,0,1,1
"Basehor Community Library",2023-04-16,Sunday,"5:00 - 5:59",0,4,0,4,0,1,1
"Basehor Community Library",2023-04-16,Sunday,"6:00 - 6:59",0,14,0,14,0,3,3
"Basehor Community Library",2023-04-16,Sunday,"11:00 - 11:59",0,3,0,3,0,2,2
"Basehor Community Library",2023-04-16,Sunday,"12:00 - 12:59",1,5,8,14,1,1,2
"Basehor Community Library",2023-04-16,Sunday,"13:00 - 13:59",91,6,124,221,10,1,11
"Basehor Community Library",2023-04-16,Sunday,"14:00 - 14:59",17,2,177,196,8,2,10
"Basehor Community Library",2023-04-16,Sunday,"15:00 - 15:59",81,3,112,196,12,2,13
"Basehor Community Library",2023-04-16,Sunday,"16:00 - 16:59",59,1,82,142,10,1,11
"Basehor Community Library",2023-04-16,Sunday,"17:00 - 17:59",0,0,2,2,0,0,
"Basehor Community Library",2023-04-16,Sunday,"19:00 - 19:59",0,1,0,1,0,1,1
"Basehor Community Library",2023-04-16,Sunday,"20:00 - 20:59",0,3,0,3,0,2,2
"Basehor Community Library",2023-04-16,Sunday,"22:00 - 22:59",0,1,0,1,0,1,1
"Basehor Community Library",2023-04-17,Monday,"5:00 - 5:59",0,1,0,1,0,1,1
"Basehor Community Library",2023-04-17,Monday,"6:00 - 6:59",0,24,0,24,0,1,1
"Basehor Community Library",2023-04-17,Monday,"7:00 - 7:59",0,16,0,16,0,5,5
"Basehor Community Library",2023-04-17,Monday,"8:00 - 8:59",0,12,22,34,0,2,2
"Basehor Community Library",2023-04-17,Monday,"9:00 - 9:59",9,3,74,86,5,2,7
"Basehor Community Library",2023-04-17,Monday,"10:00 - 10:59",42,15,61,118,8,3,10
"Basehor Community Library",2023-04-17,Monday,"11:00 - 11:59",6,2,44,52,4,2,5
"Basehor Community Library",2023-04-17,Monday,"12:00 - 12:59",8,5,40,53,4,2,6
"Basehor Community Library",2023-04-17,Monday,"13:00 - 13:59",14,9,44,67,5,3,6
"Basehor Community Library",2023-04-17,Monday,"14:00 - 14:59",13,5,50,68,7,3,8
"Basehor Community Library",2023-04-17,Monday,"15:00 - 15:59",37,10,106,153,9,4,11
"Basehor Community Library",2023-04-17,Monday,"16:00 - 16:59",57,0,102,159,10,0,10
"Basehor Community Library",2023-04-17,Monday,"17:00 - 17:59",26,29,21,76,9,5,13
"Basehor Community Library",2023-04-17,Monday,"18:00 - 18:59",35,23,66,124,9,3,10
"Basehor Community Library",2023-04-17,Monday,"19:00 - 19:59",22,14,38,74,1,1,2
"Basehor Community Library",2023-04-17,Monday,"22:00 - 22:59",0,1,0,1,0,1,1
"Basehor Community Library",2023-04-18,Tuesday,"8:00 - 8:59",0,0,13,13,0,0,
"Basehor Community Library",2023-04-18,Tuesday,"9:00 - 9:59",22,1,46,69,6,1,7
"Basehor Community Library",2023-04-18,Tuesday,"10:00 - 10:59",68,5,110,183,11,4,14
"Basehor Community Library",2023-04-18,Tuesday,"11:00 - 11:59",31,3,65,99,6,1,7
"Basehor Community Library",2023-04-18,Tuesday,"12:00 - 12:59",32,0,47,79,6,0,6
"Basehor Community Library",2023-04-18,Tuesday,"13:00 - 13:59",0,3,27,30,0,2,2
"Basehor Community Library",2023-04-18,Tuesday,"14:00 - 14:59",62,5,21,88,8,3,10
"Basehor Community Library",2023-04-18,Tuesday,"15:00 - 15:59",83,9,121,213,16,4,17
"Basehor Community Library",2023-04-18,Tuesday,"16:00 - 16:59",26,1,187,214,9,1,10
"Basehor Community Library",2023-04-18,Tuesday,"17:00 - 17:59",10,1,10,21,1,1,2
"Basehor Community Library",2023-04-18,Tuesday,"18:00 - 18:59",24,2,1,27,3,2,5
"Basehor Community Library",2023-04-18,Tuesday,"19:00 - 19:59",12,2,72,86,3,1,4
"Basehor Community Library",2023-04-18,Tuesday,"20:00 - 20:59",1,0,0,1,1,0,1
"Basehor Community Library",2023-04-18,Tuesday,"22:00 - 22:59",0,3,0,3,0,1,1
"Basehor Community Library",2023-04-19,Wednesday,"0:00 - 0:59",0,2,0,2,0,1,1
"Basehor Community Library",2023-04-19,Wednesday,"4:00 - 4:59",0,2,0,2,0,1,1
"Basehor Community Library",2023-04-19,Wednesday,"5:00 - 5:59",0,2,0,2,0,1,1
"Basehor Community Library",2023-04-19,Wednesday,"6:00 - 6:59",0,5,0,5,0,2,2
"Basehor Community Library",2023-04-19,Wednesday,"7:00 - 7:59",0,2,0,2,0,2,2
"Basehor Community Library",2023-04-19,Wednesday,"8:00 - 8:59",1,1,24,26,1,1,2
"Basehor Community Library",2023-04-19,Wednesday,"9:00 - 9:59",1,0,36,37,1,0,1
"Basehor Community Library",2023-04-19,Wednesday,"10:00 - 10:59",46,10,43,99,9,7,15
"Basehor Community Library",2023-04-19,Wednesday,"11:00 - 11:59",38,2,38,78,8,1,9
"Basehor Community Library",2023-04-19,Wednesday,"12:00 - 12:59",9,0,86,95,4,0,4
"Basehor Community Library",2023-04-19,Wednesday,"13:00 - 13:59",39,0,31,70,9,0,9
"Basehor Community Library",2023-04-19,Wednesday,"14:00 - 14:59",43,77,136,256,10,6,14
"Basehor Community Library",2023-04-19,Wednesday,"15:00 - 15:59",20,1,51,72,7,1,8
"Basehor Community Library",2023-04-19,Wednesday,"16:00 - 16:59",24,0,17,41,10,0,10
"Basehor Community Library",2023-04-19,Wednesday,"17:00 - 17:59",17,0,33,50,5,0,5
"Basehor Community Library",2023-04-19,Wednesday,"18:00 - 18:59",24,1,12,37,8,1,8
"Basehor Community Library",2023-04-19,Wednesday,"19:00 - 19:59",10,29,31,70,3,2,5
"Basehor Community Library",2023-04-19,Wednesday,"20:00 - 20:59",0,2,0,2,0,2,2
"Basehor Community Library",2023-04-20,Thursday,"7:00 - 7:59",0,2,0,2,0,1,1
"Basehor Community Library",2023-04-20,Thursday,"8:00 - 8:59",0,0,14,14,0,0,
"Basehor Community Library",2023-04-20,Thursday,"9:00 - 9:59",4,8,15,27,2,1,3
"Basehor Community Library",2023-04-20,Thursday,"10:00 - 10:59",27,10,25,62,3,2,4
"Basehor Community Library",2023-04-20,Thursday,"11:00 - 11:59",30,6,33,69,6,1,7
"Basehor Community Library",2023-04-20,Thursday,"12:00 - 12:59",7,1,69,77,6,1,7
"Basehor Community Library",2023-04-20,Thursday,"13:00 - 13:59",1,4,94,99,1,2,3
"Basehor Community Library",2023-04-20,Thursday,"14:00 - 14:59",16,9,15,40,5,1,5
"Basehor Community Library",2023-04-20,Thursday,"15:00 - 15:59",25,0,58,83,9,0,9
"Basehor Community Library",2023-04-20,Thursday,"16:00 - 16:59",113,3,233,349,11,1,12
"Basehor Community Library",2023-04-20,Thursday,"17:00 - 17:59",20,5,93,118,10,1,11
"Basehor Community Library",2023-04-20,Thursday,"18:00 - 18:59",32,2,69,103,10,1,10
"Basehor Community Library",2023-04-20,Thursday,"19:00 - 19:59",29,4,21,54,10,1,11
"Basehor Community Library",2023-04-21,Friday,"6:00 - 6:59",0,5,0,5,0,2,2
"Basehor Community Library",2023-04-21,Friday,"7:00 - 7:59",0,12,0,12,0,1,1
"Basehor Community Library",2023-04-21,Friday,"8:00 - 8:59",0,3,7,10,0,2,2
"Basehor Community Library",2023-04-21,Friday,"9:00 - 9:59",9,1,36,46,3,1,4
"Basehor Community Library",2023-04-21,Friday,"10:00 - 10:59",56,2,82,140,9,2,9
"Basehor Community Library",2023-04-21,Friday,"11:00 - 11:59",17,8,27,52,6,2,8
"Basehor Community Library",2023-04-21,Friday,"12:00 - 12:59",11,7,41,59,4,3,6
"Basehor Community Library",2023-04-21,Friday,"13:00 - 13:59",34,1,31,66,5,1,6
"Basehor Community Library",2023-04-21,Friday,"14:00 - 14:59",12,1,32,45,7,1,7
"Basehor Community Library",2023-04-21,Friday,"15:00 - 15:59",15,9,107,131,6,2,7
"Basehor Community Library",2023-04-21,Friday,"16:00 - 16:59",38,5,161,204,13,2,14
"Basehor Community Library",2023-04-21,Friday,"17:00 - 17:59",1,0,13,14,1,0,1
"Basehor Community Library",2023-04-21,Friday,"18:00 - 18:59",1,0,0,1,1,0,1
"Basehor Community Library",2023-04-21,Friday,"21:00 - 21:59",0,1,0,1,0,1,1
"Basehor Community Library",2023-04-22,Saturday,"6:00 - 6:59",0,3,0,3,0,1,1
"Basehor Community Library",2023-04-22,Saturday,"8:00 - 8:59",0,0,27,27,0,0,
"Basehor Community Library",2023-04-22,Saturday,"9:00 - 9:59",12,0,43,55,3,0,3
"Basehor Community Library",2023-04-22,Saturday,"10:00 - 10:59",5,3,13,21,3,1,4
